Run	BioSample	Sample	SampleName	LibraryName	LibraryStrategy	LibrarySource	LibraryLayout	spots	bases	avgLength	size_MB	ScientificName	Disease	Body_Site	CenterName	representative_rule
SRR27343840	SAMN39106047	SRS19982806	20210719MCX005	20210719MCX005 DNA	WGS	METAGENOMIC	SINGLE	558447	27922350	50	13.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343839	SAMN39106048	SRS19982807	20210810MCX012	20210810MCX012 DNA	WGS	METAGENOMIC	SINGLE	469700	23485000	50	10.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343838	SAMN39106049	SRS19982808	20210904MCX008	20210904MCX008 DNA	WGS	METAGENOMIC	SINGLE	1051565	52578250	50	23.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343837	SAMN39106050	SRS19982809	20210907MCX019	20210907MCX019 DNA	WGS	METAGENOMIC	SINGLE	229614	11480700	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343836	SAMN39106051	SRS19982810	20211119MCX007	20211119MCX007 DNA	WGS	METAGENOMIC	SINGLE	252059	12602950	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343834	SAMN39106052	SRS19982811	20211130MCX014	20211130MCX014 DNA	WGS	METAGENOMIC	SINGLE	644432	32221600	50	14.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343833	SAMN39106053	SRS19982812	20211217MCX014	20211217MCX014 DNA	WGS	METAGENOMIC	SINGLE	729991	36499550	50	17.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343832	SAMN39106054	SRS19982813	20211217MCX015	20211217MCX015 DNA	WGS	METAGENOMIC	SINGLE	404103	20205150	50	9.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343831	SAMN39106055	SRS19982814	20220112MCX017	20220112MCX017 DNA	WGS	METAGENOMIC	SINGLE	329571	16478550	50	7.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343830	SAMN39106056	SRS19982815	20220215MCX018	20220215MCX018 DNA	WGS	METAGENOMIC	SINGLE	248289	12414450	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343829	SAMN39106057	SRS19982816	20220215MCX021	20220215MCX021 DNA	WGS	METAGENOMIC	SINGLE	445850	22292500	50	10.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343828	SAMN39106058	SRS19982750	20220226MCX022	20220226MCX022 DNA	WGS	METAGENOMIC	SINGLE	251220	12561000	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343827	SAMN39106059	SRS19982752	20210401MCX008	20210401MCX008 DNA	WGS	METAGENOMIC	SINGLE	337415	16870750	50	7.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343826	SAMN39106060	SRS19982751	20210617MCX008	20210617MCX008 DNA	WGS	METAGENOMIC	SINGLE	466893	23344650	50	9.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343825	SAMN39106061	SRS19982756	20210619MCX013	20210619MCX013 DNA	WGS	METAGENOMIC	SINGLE	314755	15737750	50	7.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343823	SAMN39106062	SRS19982753	20210707MCX011	20210707MCX011 DNA	WGS	METAGENOMIC	SINGLE	505081	25254050	50	11.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343822	SAMN39106063	SRS19982755	20210915MCX007	20210915MCX007 DNA	WGS	METAGENOMIC	SINGLE	371090	18554500	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343821	SAMN39106064	SRS19982754	20210330MCX006	20210330MCX006 DNA	WGS	METAGENOMIC	SINGLE	230227	11511350	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343820	SAMN39106065	SRS19982757	20210612MCX012	20210612MCX012 DNA	WGS	METAGENOMIC	SINGLE	584452	29222600	50	13.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343819	SAMN39106066	SRS19982761	20210923MCX014	20210923MCX014 DNA	WGS	METAGENOMIC	SINGLE	159401	7970050	50	3.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343818	SAMN39106067	SRS19982759	20220114MCX015	20220114MCX015 DNA	WGS	METAGENOMIC	SINGLE	233924	11696200	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343817	SAMN39106068	SRS19982760	20220118MCX016	20220118MCX016 DNA	WGS	METAGENOMIC	SINGLE	487015	24350750	50	11.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343816	SAMN39106069	SRS19982762	20220125MCX016	20220125MCX016 DNA	WGS	METAGENOMIC	SINGLE	305640	15282000	50	7.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343815	SAMN39106070	SRS19982763	20220308MCX017	20220308MCX017 DNA	WGS	METAGENOMIC	SINGLE	547274	27363700	50	13.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343814	SAMN39106071	SRS19982764	20210901MCX015	20210901MCX015 DNA	WGS	METAGENOMIC	SINGLE	402674	20133700	50	9.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343812	SAMN39106072	SRS19982765	20210902MCX005	20210902MCX005 DNA	WGS	METAGENOMIC	SINGLE	224537	11226850	50	4.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343811	SAMN39106073	SRS19982766	20210924MCX011	20210924MCX011 DNA	WGS	METAGENOMIC	SINGLE	150061	7503050	50	3.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343809	SAMN39106075	SRS19982767	20210625MCX010	20210625MCX010 DNA	WGS	METAGENOMIC	SINGLE	5685371	284268550	50	119.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343808	SAMN39106076	SRS19982769	20210420MCX005	20210420MCX005 DNA	WGS	METAGENOMIC	SINGLE	644633	32231650	50	15.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343807	SAMN39106077	SRS19982771	20211221MCX010	20211221MCX010 DNA	WGS	METAGENOMIC	SINGLE	378411	18920550	50	9.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343806	SAMN39106078	SRS19982772	20210413MCX011	20210413MCX011 DNA	WGS	METAGENOMIC	SINGLE	492998	24649900	50	11.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343805	SAMN39106079	SRS19982774	20210428MCX012	20210428MCX012 DNA	WGS	METAGENOMIC	SINGLE	684749	34237450	50	15.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343804	SAMN39106080	SRS19982773	20210604MCX018	20210604MCX018 DNA	WGS	METAGENOMIC	SINGLE	405355	20267750	50	9.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343803	SAMN39106081	SRS19982776	20220115MCX010	20220115MCX010 DNA	WGS	METAGENOMIC	SINGLE	163377	8168850	50	4.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343801	SAMN39106082	SRS19982775	20210410MCX005	20210410MCX005 DNA	WGS	METAGENOMIC	SINGLE	3083530	154176500	50	62.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343800	SAMN39106083	SRS19982777	20210706MCX012	20210706MCX012 DNA	WGS	METAGENOMIC	SINGLE	365532	18276600	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343799	SAMN39106084	SRS19982779	20210810MCX013	20210810MCX013 DNA	WGS	METAGENOMIC	SINGLE	583283	29164150	50	12.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343798	SAMN39106085	SRS19982778	20220104MCX011	20220104MCX011 DNA	WGS	METAGENOMIC	SINGLE	240738	12036900	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343797	SAMN39106086	SRS19982817	20210731MCX011	20210731MCX011 DNA	WGS	METAGENOMIC	SINGLE	245207	12260350	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343796	SAMN39106087	SRS19982818	20211112MCX014	20211112MCX014 DNA	WGS	METAGENOMIC	SINGLE	254264	12713200	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
