Run	BioSample	Sample	SampleName	LibraryName	LibraryStrategy	LibrarySource	LibraryLayout	spots	bases	avgLength	size_MB	ScientificName	Disease	Body_Site	CenterName	exclude_reasons
SRR27343380	SAMN39106188	SRS19982619	230505MCX00035	230505MCX00035 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	283976	14198800	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343379	SAMN39106189	SRS19982620	230509MCX00022	230509MCX00022 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	317254	15862700	50	7.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343378	SAMN39106190	SRS19982621	230510MCX00019	230510MCX00019 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	300843	14738078	48	6.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343377	SAMN39106191	SRS19982622	230510MCX00020	230510MCX00020 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	336258	16440399	48	7.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343376	SAMN39106192	SRS19982623	230512MCX00018	230512MCX00018 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	546317	26488516	48	11.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343642	SAMN39106100	SRS19982831	230516MCX00019	230516MCX00019 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	369516	18475800	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343641	SAMN39106101	SRS19982832	230516MCX00036	230516MCX00036 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	348272	17086819	49	7.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343375	SAMN39106193	SRS19982624	230517MCX00018	230517MCX00018 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	783489	38720589	49	17.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343374	SAMN39106194	SRS19982626	230517MCX00023	230517MCX00023 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	137150	6629046	48	3.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343373	SAMN39106195	SRS19982625	230518MCX00014	230518MCX00014 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	378281	18413215	48	8.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343640	SAMN39106102	SRS19982833	230523MCX00019	230523MCX00019 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	348795	16994490	48	7.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343639	SAMN39106103	SRS19982834	230524MCX00017	230524MCX00017 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	227605	11102447	48	5.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343638	SAMN39106104	SRS19982835	230524MCX00019	230524MCX00019 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	232730	11255459	48	5.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343371	SAMN39106196	SRS19982628	230526MCX00012	230526MCX00012 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	758337	37311339	49	16.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343637	SAMN39106105	SRS19982836	230527MCX00019	230527MCX00019 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	3563923	173791576	48	78.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343370	SAMN39106197	SRS19982627	230530MCX00020	230530MCX00020 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	281225	13671158	48	6.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343369	SAMN39106198	SRS19982630	230603MCX00015	230603MCX00015 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	620184	30200927	48	12.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343635	SAMN39106106	SRS19982837	230603MCX00017	230603MCX00017 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	96408	4704299	48	2.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343368	SAMN39106199	SRS19982631	230606MCX00022	230606MCX00022 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	231708	11034301	47	5.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343367	SAMN39106200	SRS19982632	230606MCX00030	230606MCX00030 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1175134	57924949	49	26.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343634	SAMN39106107	SRS19982838	230609MCX00025	230609MCX00025 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	282838	13872571	49	6.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343633	SAMN39106108	SRS19982839	230610MCX00012	230610MCX00012 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	367279	18111387	49	7.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343632	SAMN39106109	SRS19982840	230610MCX00018	230610MCX00018 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	258562	12595497	48	5.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343631	SAMN39106110	SRS19982841	230613MCX00010	230613MCX00010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	2738108	134720903	49	59.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343630	SAMN39106111	SRS19982842	230614MCX00013	230614MCX00013 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	107196	5186919	48	2.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343629	SAMN39106112	SRS19982843	230616MCX00017	230616MCX00017 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	462663	21991636	47	10.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343628	SAMN39106113	SRS19982844	230620MCX00025	230620MCX00025 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	165272	8072715	48	3.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343627	SAMN39106114	SRS19982845	230621MCX00018	230621MCX00018 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	972477	48235375	49	20.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR34061072	SAMN49480604	SRS25438328	NC1-DNA-ZY1009	ZY1009-1-N838D	WGS	METAGENOMIC	SINGLE	111461	5573050	50	2.0	human metagenome			VISION MEDICALS CO., LTD.	not_dna_library
SRR34061071	SAMN49480605	SRS25438329	NC1-RNA-ZY1009	ZY1009-1-N960R	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	892648	43813719	49	19.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR34061062	SAMN49480622	SRS25438338	NC10-DNA-ZY2693	ZY2693-1-N865D	WGS	METAGENOMIC	SINGLE	244482	12224100	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	not_dna_library
SRR34061061	SAMN49480623	SRS25438339	NC10-RNA-ZY2693	ZY2693-1-N959R	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	412478	19630127	47	9.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR34061059	SAMN49480624	SRS25438341	NC11-DNA-ZY2876	ZY2876-1-C002D	WGS	METAGENOMIC	SINGLE	330856	16542800	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	not_dna_library
SRR34061058	SAMN49480625	SRS25438342	NC11-RNA-ZY2876	ZY2876-1-C232R	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1305759	65287950	50	30.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR34061057	SAMN49480626	SRS25438343	NC12-DNA-ZY3121	ZY3121-1-C030D	WGS	METAGENOMIC	SINGLE	684500	34225000	50	15.0	human metagenome			VISION MEDICALS CO., LTD.	not_dna_library
SRR34061056	SAMN49480627	SRS25438344	NC12-RNA-ZY3121	ZY3121-1-C238R	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	2449506	121758290	49	53.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR34061055	SAMN49480628	SRS25438345	NC13-DNA-ZY3206	ZY3206-1-C027D	WGS	METAGENOMIC	SINGLE	96617	4830850	50	2.0	human metagenome			VISION MEDICALS CO., LTD.	not_dna_library
SRR34061054	SAMN49480629	SRS25438346	NC13-RNA-ZY3206	ZY3206-1-C156R	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	194060	9381361	48	4.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
