run_accession	experiment_accession	biosample	subject_id	sample_name	library_name	hiv_group	group_evidence	platform	layout	read_length	compressed_bytes	md5	fastq_ftp	center_repository	host_depletion_status	repository_filename_signal	analysis_eligibility
SRR24784822	SRX20557683	SAMN35536652	UNRESOLVED	N100018384_L01_25.fq.gz	L402	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1126597105	9cd93da4488ca660653bd1858c91e68d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/022/SRR24784822/SRR24784822.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784821	SRX20557684	SAMN35536653	UNRESOLVED	N100018402_L01_26.fq.gz	L403	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	727581076	664f817c2ed493ef4930b6348079b7bc	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/021/SRR24784821/SRR24784821.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784820	SRX20557685	SAMN35536654	UNRESOLVED	N100018402_L01_28.fq.gz	L404	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1236054993	493f1c5f59a84c032fffce69fbe4be50	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/020/SRR24784820/SRR24784820.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784819	SRX20557686	SAMN35536655	UNRESOLVED	N100018416_L01_30.fq.gz	L405	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	556815807	9812a9e78241932332e44b90055a61cb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/019/SRR24784819/SRR24784819.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784818	SRX20557687	SAMN35536656	UNRESOLVED	N100018416_L01_32.fq.gz	L406	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	298731055	0a3d4da0cfb1efc1c84a5f0bbf1882a7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/018/SRR24784818/SRR24784818.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784817	SRX20557688	SAMN35536657	UNRESOLVED	N100018416_L01_7.fq.gz	L407	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	814253549	44365c1c6e5f95408ad447b87e1ca3e7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/017/SRR24784817/SRR24784817.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784816	SRX20557689	SAMN35536658	UNRESOLVED	N100018417_L01_4.fq.gz	L408	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	631352049	f879db358a38cdab50a0d2151c2c852a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/016/SRR24784816/SRR24784816.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784815	SRX20557690	SAMN35536659	UNRESOLVED	N100018417_L01_5.fq.gz	L409	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	760270730	a6b1e6ed5b404a898bf12ac4c836a68c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/015/SRR24784815/SRR24784815.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784814	SRX20557691	SAMN35536660	UNRESOLVED	N100018417_L01_6.fq.gz	L410	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	832053021	d5291f9dcd7dd1d44510d18d67955127	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/014/SRR24784814/SRR24784814.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784812	SRX20557693	SAMN35536661	UNRESOLVED	N100018418_L01_5.fq.gz	L411	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	570200555	d3ca0170cc4e68e3dde43f10753dbd65	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/012/SRR24784812/SRR24784812.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784811	SRX20557694	SAMN35536662	UNRESOLVED	N100018418_L01_6.fq.gz	L412	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	774506738	f21847b623802df3408c75f63a1fe346	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/011/SRR24784811/SRR24784811.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784810	SRX20557695	SAMN35536663	UNRESOLVED	N100018418_L01_8.fq.gz	L413	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	615497009	afe4a3c19e838c24fa7d998504e66dc6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/010/SRR24784810/SRR24784810.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784808	SRX20557697	SAMN35536665	UNRESOLVED	N100018510_L01_5.fq.gz	L415	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	663048560	2a0b27d51341ddf90a5671b45f180d9b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/008/SRR24784808/SRR24784808.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784809	SRX20557696	SAMN35536664	UNRESOLVED	N100018510_L01_6.fq.gz	L414	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	848341045	f9fb52297d880fae34c8e8a7a01be83e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/009/SRR24784809/SRR24784809.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784807	SRX20557698	SAMN35536666	UNRESOLVED	N100018578_L01_26.fq.gz	L416	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	642088781	38e88630fddeb805d5770b97099c25e8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/007/SRR24784807/SRR24784807.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784806	SRX20557699	SAMN35536667	UNRESOLVED	N100018578_L01_28.fq.gz	L417	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1177915409	054535ccd887051237f5ae0f5d50e951	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/006/SRR24784806/SRR24784806.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784805	SRX20557700	SAMN35536668	UNRESOLVED	N100018589_L01_25.fq.gz	L418	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1087367819	b735f4c62057650aeaf60499bf542a41	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/005/SRR24784805/SRR24784805.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784804	SRX20557701	SAMN35536669	UNRESOLVED	N100018589_L01_29.fq.gz	L419	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	793004704	4c797888bc5f548b8702420e40c8b826	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/004/SRR24784804/SRR24784804.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784803	SRX20557702	SAMN35536670	UNRESOLVED	N100018589_L01_31.fq.gz	L420	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	552733314	be26a105d7cd62823083e751f27985b0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/003/SRR24784803/SRR24784803.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784798	SRX20557707	SAMN35536674	UNRESOLVED	N100018590_L01_4.fq.gz	L424	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1004597814	5234e080aa0812aaa347a7a42198759b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/098/SRR24784798/SRR24784798.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784801	SRX20557704	SAMN35536671	UNRESOLVED	N100018590_L01_5.fq.gz	L421	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	799973822	ef1642d9d252fad23cf5fa0212b0a0f8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/001/SRR24784801/SRR24784801.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784800	SRX20557705	SAMN35536672	UNRESOLVED	N100018590_L01_6.fq.gz	L422	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1251199364	cf11c51dd2197c4b9efe3453a0b35a92	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/000/SRR24784800/SRR24784800.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784799	SRX20557706	SAMN35536673	UNRESOLVED	N100018590_L01_8.fq.gz	L423	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	840043685	6c3f4e78802a29116df5a1ad70807394	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/099/SRR24784799/SRR24784799.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784797	SRX20557708	SAMN35536675	UNRESOLVED	N100018592_L01_20.fq.gz	L425	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	676294996	60df3c5946ddb23002960fbe622c2a6f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/097/SRR24784797/SRR24784797.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784796	SRX20557709	SAMN35536676	UNRESOLVED	N100018592_L01_25.fq.gz	L426	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1025033041	829d3b1621cf87c78ceb3bad20f4a3aa	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/096/SRR24784796/SRR24784796.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784693	SRX20557710	SAMN35536677	UNRESOLVED	N100018606_L01_5.fq.gz	L427	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	861027423	92a70c33f8079796ba8dd32787f89ec3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/093/SRR24784693/SRR24784693.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784692	SRX20557812	SAMN35536678	UNRESOLVED	N100018606_L01_6.fq.gz	L428	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	617460199	2dda5c19d9e3fc088c793940effa7d5e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/092/SRR24784692/SRR24784692.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784691	SRX20557813	SAMN35536679	UNRESOLVED	N100018606_L01_8.fq.gz	L429	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	840193133	374a8daca5166ed18c71c7f205f1caa8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/091/SRR24784691/SRR24784691.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784686	SRX20557818	SAMN35536683	UNRESOLVED	N100018610_L01_11.fq.gz	L433	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	823403329	4fcda423092657a2cc7bd9205cddd84d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/086/SRR24784686/SRR24784686.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784690	SRX20557814	SAMN35536680	UNRESOLVED	N100018610_L01_4.fq.gz	L430	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	635902697	13cdaed45e5ce59a1af126f85fee719f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/090/SRR24784690/SRR24784690.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784688	SRX20557816	SAMN35536681	UNRESOLVED	N100018610_L01_5.fq.gz	L431	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	321038726	96ccb120dc08d7ec39306fea99e218ee	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/088/SRR24784688/SRR24784688.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784687	SRX20557817	SAMN35536682	UNRESOLVED	N100018610_L01_6.fq.gz	L432	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	899381230	1e11040e693269a0ead852e764ebd08e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/087/SRR24784687/SRR24784687.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784685	SRX20557819	SAMN35536684	UNRESOLVED	N100018612_L01_30.fq.gz	L434	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	537454771	ed1d4f9d524c252deedccaf8c811e175	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/085/SRR24784685/SRR24784685.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784684	SRX20557820	SAMN35536685	UNRESOLVED	N100018612_L01_32.fq.gz	L435	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	888632929	10ac81205d5fd3d54e15b24e717eade5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/084/SRR24784684/SRR24784684.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784683	SRX20557821	SAMN35536686	UNRESOLVED	N100018612_L01_7.fq.gz	L436	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	861755992	af8f9980ee7c501bb3d3464e3267dab3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/083/SRR24784683/SRR24784683.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784682	SRX20557822	SAMN35536687	UNRESOLVED	N100018627_L01_22.fq.gz	L437	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1499705063	87cf2735a9e7637db5880374b5ed9d8f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/082/SRR24784682/SRR24784682.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784681	SRX20557823	SAMN35536688	UNRESOLVED	N100018627_L01_26.fq.gz	L438	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	738132720	71aba1b76196fd64414bfcf76f840803	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/081/SRR24784681/SRR24784681.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784680	SRX20557824	SAMN35536689	UNRESOLVED	N100018627_L01_28.fq.gz	L439	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	711082231	03fc9ae78a9322d21c09fa0dbd5c5f5a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/080/SRR24784680/SRR24784680.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784679	SRX20557825	SAMN35536690	UNRESOLVED	N100018631_L01_16.fq.gz	L440	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	865966335	3c81ab7f758ec2e452145e1fc417f02b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/079/SRR24784679/SRR24784679.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784677	SRX20557827	SAMN35536691	UNRESOLVED	N100018631_L01_17.fq.gz	L441	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1114663461	c31acdc5da14dae85021db490df8e577	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/077/SRR24784677/SRR24784677.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784676	SRX20557828	SAMN35536692	UNRESOLVED	N100018631_L01_20.fq.gz	L442	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1279200892	13e81fb85087a73aecd1ceaf1dac39bd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/076/SRR24784676/SRR24784676.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784675	SRX20557829	SAMN35536693	UNRESOLVED	N100018633_L01_22.fq.gz	L443	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1610629144	d36c8e9da19f400a997f1318cdaa9e04	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/075/SRR24784675/SRR24784675.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784674	SRX20557830	SAMN35536694	UNRESOLVED	N100018633_L01_26.fq.gz	L444	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	672794573	d4c6f08a84f9ed7b543875d3fa766310	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/074/SRR24784674/SRR24784674.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784673	SRX20557831	SAMN35536695	UNRESOLVED	N100018633_L01_28.fq.gz	L445	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	835781895	56a2ba87d8b00418451f6a47f6f942d7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/073/SRR24784673/SRR24784673.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784672	SRX20557832	SAMN35536696	UNRESOLVED	N100018637_L01_15.fq.gz	L446	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	542037592	fbea8b63784edca1650279e6e96fde79	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/072/SRR24784672/SRR24784672.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784671	SRX20557833	SAMN35536697	UNRESOLVED	N100018637_L01_16.fq.gz	L447	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	495012447	2638f14bee9d0ca42b07e16aebcbd9a4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/071/SRR24784671/SRR24784671.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784670	SRX20557834	SAMN35536698	UNRESOLVED	N100018637_L01_17.fq.gz	L448	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	623443799	4d9ff53dde5a50ba82a7b83384a36261	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/070/SRR24784670/SRR24784670.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784669	SRX20557835	SAMN35536699	UNRESOLVED	N100018637_L01_20.fq.gz	L449	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	641111440	264875683368e72b91e2747ad2819a86	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/069/SRR24784669/SRR24784669.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784668	SRX20557836	SAMN35536700	UNRESOLVED	N100018637_L01_25.fq.gz	L450	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	938705380	557e9758133bce90fba647848bb3f785	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/068/SRR24784668/SRR24784668.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784666	SRX20557838	SAMN35536701	UNRESOLVED	N100018637_L01_29.fq.gz	L451	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	823081703	db8b9a9fbddd91b9271b41a1db9eaa93	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/066/SRR24784666/SRR24784666.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784665	SRX20557839	SAMN35536702	UNRESOLVED	N100018637_L01_31.fq.gz	L452	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	417076331	195640f7745f80ac243a001489edbc54	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/065/SRR24784665/SRR24784665.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784664	SRX20557840	SAMN35536703	UNRESOLVED	N100018663_L01_4.fq.gz	L453	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	723240542	c76498b00d737bf3e9f8e868448e42ba	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/064/SRR24784664/SRR24784664.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784663	SRX20557841	SAMN35536704	UNRESOLVED	N100018663_L01_5.fq.gz	L454	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	476067538	6a5753615701000c1ce4ddc92e3fa125	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/063/SRR24784663/SRR24784663.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784662	SRX20557842	SAMN35536705	UNRESOLVED	N100018663_L01_6.fq.gz	L455	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	906869544	950af613c9b779644d59298ebcb5fe1b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/062/SRR24784662/SRR24784662.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784661	SRX20557843	SAMN35536706	UNRESOLVED	N100018663_L01_8.fq.gz	L456	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	807771410	34adc8f548a21961a6ab2b38d4d91d29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/061/SRR24784661/SRR24784661.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784660	SRX20557844	SAMN35536707	UNRESOLVED	N100018696_L01_4.fq.gz	L457	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1239741366	e90ea414c4249f3e2bbb3a5adeef54ed	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/060/SRR24784660/SRR24784660.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784659	SRX20557845	SAMN35536708	UNRESOLVED	N100018696_L01_5.fq.gz	L458	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	935648574	56c9341d3afbea3951c548c0ac1e36aa	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/059/SRR24784659/SRR24784659.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
