run_accession	experiment_accession	biosample	subject_id	sample_name	library_name	hiv_group	group_evidence	platform	layout	read_length	compressed_bytes	md5	fastq_ftp	center_repository	host_depletion_status	repository_filename_signal	analysis_eligibility
SRR24784703	SRX20557801	SAMN35536798	UNRESOLVED	N100019109_L01_28.fq.gz	L548	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	995399622	6bc4e2b834d34e28b913b6091510bd94	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/003/SRR24784703/SRR24784703.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784702	SRX20557802	SAMN35536799	UNRESOLVED	N100019109_L01_30.fq.gz	L549	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	726869307	8e777cf21f16ff04c5047811d2dde662	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/002/SRR24784702/SRR24784702.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784698	SRX20557806	SAMN35536802	UNRESOLVED	N100019110_L01_10.fq.gz	L552	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	658763611	3870e8a6cad1be50a282b52692ae84db	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/098/SRR24784698/SRR24784698.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784701	SRX20557803	SAMN35536800	UNRESOLVED	N100019110_L01_6.fq.gz	L550	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	671909624	75068dcada80cb85e55440c754913b3f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/001/SRR24784701/SRR24784701.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784699	SRX20557805	SAMN35536801	UNRESOLVED	N100019110_L01_8.fq.gz	L551	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	535328358	0353f929f7b7e6c89ae7453e9111c865	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/099/SRR24784699/SRR24784699.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784697	SRX20557807	SAMN35536803	UNRESOLVED	N100019116_L01_2.fq.gz	L553	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1094504916	dbed72745dde10b2b27c1cb1e11faacc	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/097/SRR24784697/SRR24784697.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784695	SRX20557809	SAMN35536805	UNRESOLVED	N100019116_L01_4.fq.gz	L555	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1041730739	9f8055f99bc0889257690603bd95e89b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/095/SRR24784695/SRR24784695.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784696	SRX20557808	SAMN35536804	UNRESOLVED	N100019116_L01_5.fq.gz	L554	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1019627009	fe46e2077fa5230939a0e80a7ce8f713	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/096/SRR24784696/SRR24784696.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24784694	SRX20557810	SAMN35536806	UNRESOLVED	N100019121_L01_15.fq.gz	L556	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	727154315	557127a7246e431ae8f79436385c6fd5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/094/SRR24784694/SRR24784694.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785303	SRX20557811	SAMN35536807	UNRESOLVED	N100019121_L01_16.fq.gz	L557	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	480925890	2310df1aaac16b54827077489f039ef3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/003/SRR24785303/SRR24785303.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785302	SRX20557920	SAMN35536808	UNRESOLVED	N100019121_L01_20.fq.gz	L558	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	481090505	691f215c1fd15cca3b9603fd68cf56c2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/002/SRR24785302/SRR24785302.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785301	SRX20557921	SAMN35536809	UNRESOLVED	N100019121_L01_25.fq.gz	L559	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	702262928	b445d6a720117a065f61076adfaf27b1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/001/SRR24785301/SRR24785301.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785300	SRX20557922	SAMN35536810	UNRESOLVED	N100019121_L01_29.fq.gz	L560	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	952811920	2f0b1dc95a9b45fe1a91c78e225449af	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/000/SRR24785300/SRR24785300.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785298	SRX20557924	SAMN35536811	UNRESOLVED	N100019121_L01_31.fq.gz	L561	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	350215786	723ca00cadcb3ab2c5f601a7d7eede40	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/098/SRR24785298/SRR24785298.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785297	SRX20557925	SAMN35536812	UNRESOLVED	N100019136_L01_30.fq.gz	L562	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1132953911	fed0883786387867c0e95de8334f402b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/097/SRR24785297/SRR24785297.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785296	SRX20557926	SAMN35536813	UNRESOLVED	N100019141_L01_2.fq.gz	L563	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	628694399	822de58eeb52ae428e92a9fe2bc9adf5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/096/SRR24785296/SRR24785296.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785295	SRX20557927	SAMN35536814	UNRESOLVED	N100019141_L01_4.fq.gz	L564	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	483729858	9291990c5690333e1ca5acd0ddc4fd32	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/095/SRR24785295/SRR24785295.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785294	SRX20557928	SAMN35536815	UNRESOLVED	N100019141_L01_5.fq.gz	L565	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	586976797	e087aae283f5002036fb8aa901ba1f66	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/094/SRR24785294/SRR24785294.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785293	SRX20557929	SAMN35536816	UNRESOLVED	N100019141_L01_6.fq.gz	L566	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	884292093	c90a5594abc2a516db95fd5a0e14e4c9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/093/SRR24785293/SRR24785293.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785292	SRX20557930	SAMN35536817	UNRESOLVED	N100019194_L01_1.fq.gz	L567	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1041291799	f25f3c77c533b762fc56a99f92f0938f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/092/SRR24785292/SRR24785292.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785291	SRX20557931	SAMN35536818	UNRESOLVED	N100019194_L01_2.fq.gz	L568	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1325569693	815d56aded4a6afb67530c4422460a42	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/091/SRR24785291/SRR24785291.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785290	SRX20557932	SAMN35536819	UNRESOLVED	N100019194_L01_4.fq.gz	L569	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1471819265	84cfb19180e045b5a8962849ae5858e6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/090/SRR24785290/SRR24785290.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785289	SRX20557933	SAMN35536820	UNRESOLVED	N100019203_L01_20.fq.gz	L570	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	505807972	5f822e422882b9340a014421cb169f27	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/089/SRR24785289/SRR24785289.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785287	SRX20557935	SAMN35536821	UNRESOLVED	N100019203_L01_25.fq.gz	L571	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	901324924	635bbb9b9e13805e51c135af39dd6df0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/087/SRR24785287/SRR24785287.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785286	SRX20557936	SAMN35536822	UNRESOLVED	N100019204_L01_29.fq.gz	L572	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	893175071	c1612b8a78eef7412f372edcd573b24e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/086/SRR24785286/SRR24785286.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785285	SRX20557937	SAMN35536823	UNRESOLVED	N100019204_L01_31.fq.gz	L573	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	565431296	1fae0a659dab7dec92df7957c90e7e4f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/085/SRR24785285/SRR24785285.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785284	SRX20557938	SAMN35536824	UNRESOLVED	N100019207_L01_28.fq.gz	L574	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	700702684	dfb399085e105d3f0644a7311939ad80	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/084/SRR24785284/SRR24785284.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785283	SRX20557939	SAMN35536825	UNRESOLVED	N100019207_L01_32.fq.gz	L575	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	756170950	bd4a28baf8b04a00ab4380b64915fd4e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/083/SRR24785283/SRR24785283.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785282	SRX20557940	SAMN35536826	UNRESOLVED	N100019212_L01_25.fq.gz	L576	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	823185902	92db3fce2d97bd37acf31471c7767c62	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/082/SRR24785282/SRR24785282.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785281	SRX20557941	SAMN35536827	UNRESOLVED	N100019212_L01_29.fq.gz	L577	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	800433217	595821e9f291d740c388420ba7618f04	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/081/SRR24785281/SRR24785281.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785278	SRX20557944	SAMN35536830	UNRESOLVED	N100019217_L01_1.fq.gz	L580	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	862095956	4d49ac6e982806f8c573ec1ad9a0b09f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/078/SRR24785278/SRR24785278.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785280	SRX20557942	SAMN35536828	UNRESOLVED	N100019217_L01_2.fq.gz	L578	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	944114492	4981c958337597247016955b65d6d361	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/080/SRR24785280/SRR24785280.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785279	SRX20557943	SAMN35536829	UNRESOLVED	N100019217_L01_4.fq.gz	L579	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1062412523	280d4feaa53471e7917a21a8f6418847	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/079/SRR24785279/SRR24785279.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785274	SRX20557948	SAMN35536833	UNRESOLVED	N100019218_L01_2.fq.gz	L583	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	752489328	bd484c7c34a01e7734d3a60c85fff174	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/074/SRR24785274/SRR24785274.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785276	SRX20557946	SAMN35536831	UNRESOLVED	N100019218_L01_4.fq.gz	L581	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	776134806	6f37a6c94f0ab81c64c10bc7daeecc4e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/076/SRR24785276/SRR24785276.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785273	SRX20557949	SAMN35536834	UNRESOLVED	N100019218_L01_6.fq.gz	L584	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	869318753	f172da4991bbfeb324937402ae420b04	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/073/SRR24785273/SRR24785273.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785275	SRX20557947	SAMN35536832	UNRESOLVED	N100019218_L01_8.fq.gz	L582	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	718635306	c4e5f80d605149e98f43e4bf9f7e3aa6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/075/SRR24785275/SRR24785275.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785272	SRX20557950	SAMN35536835	UNRESOLVED	N100019226_L01_28.fq.gz	L585	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	755220943	26d5ab1fc49c10b86bccb76571704ea2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/072/SRR24785272/SRR24785272.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785271	SRX20557951	SAMN35536836	UNRESOLVED	N100019226_L01_30.fq.gz	L586	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	794452572	ec7874e6a1168f0ea3abbada936e759c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/071/SRR24785271/SRR24785271.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785270	SRX20557952	SAMN35536837	UNRESOLVED	N100019226_L01_32.fq.gz	L587	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	714404329	6f80045ed73f190da94c8b0e07c58ba4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/070/SRR24785270/SRR24785270.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785269	SRX20557953	SAMN35536838	UNRESOLVED	N100019226_L01_7.fq.gz	L588	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	633981618	d9f5ef13de043b2e4a2a0f1ed316d92f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/069/SRR24785269/SRR24785269.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785268	SRX20557954	SAMN35536839	UNRESOLVED	N100019228_L01_20.fq.gz	L589	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	665210986	7e0ab33d2518c370308e396c233dde93	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/068/SRR24785268/SRR24785268.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785267	SRX20557955	SAMN35536840	UNRESOLVED	N100019228_L01_25.fq.gz	L590	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	581180122	11127a6ffe6347184288c5750f63a70b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/067/SRR24785267/SRR24785267.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785265	SRX20557957	SAMN35536841	UNRESOLVED	N100019228_L01_29.fq.gz	L591	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	671005708	ab5a30de38fe7e5161db03b8c4d4633b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/065/SRR24785265/SRR24785265.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785264	SRX20557958	SAMN35536842	UNRESOLVED	N100019228_L01_31.fq.gz	L592	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	451546769	8cce373fd49d4184621368b375565501	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/064/SRR24785264/SRR24785264.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785263	SRX20557959	SAMN35536843	UNRESOLVED	N100019232_L01_22.fq.gz	L593	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1149787673	158cbf56d7f35344486334300d0e0af0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/063/SRR24785263/SRR24785263.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785262	SRX20557960	SAMN35536844	UNRESOLVED	N100019232_L01_26.fq.gz	L594	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	773076470	f3be4a731358f3c981808071b38f1c1d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/062/SRR24785262/SRR24785262.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785256	SRX20557966	SAMN35536850	UNRESOLVED	N100019243_L01_10.fq.gz	L600	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	536911734	ef6aef66418eafc03543af1cc1c450ea	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/056/SRR24785256/SRR24785256.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785253	SRX20557969	SAMN35536851	UNRESOLVED	N100019243_L01_11.fq.gz	L601	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	648496103	81fa7be352cedb4168e776e1908d2df6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/053/SRR24785253/SRR24785253.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785261	SRX20557961	SAMN35536845	UNRESOLVED	N100019243_L01_2.fq.gz	L595	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	890834952	e4f6e7585071aaed43a28814065de03a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/061/SRR24785261/SRR24785261.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785260	SRX20557962	SAMN35536846	UNRESOLVED	N100019243_L01_4.fq.gz	L596	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	816143509	7fcaa17a55533a946f7a8c61be2221d5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/060/SRR24785260/SRR24785260.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785259	SRX20557963	SAMN35536847	UNRESOLVED	N100019243_L01_5.fq.gz	L597	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	337492935	34a8dd8cbfba2c2e2151aeae4aee24eb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/059/SRR24785259/SRR24785259.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785258	SRX20557964	SAMN35536848	UNRESOLVED	N100019243_L01_6.fq.gz	L598	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	606604051	171de18b973139e46cd6eb012cdcbb80	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/058/SRR24785258/SRR24785258.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785257	SRX20557965	SAMN35536849	UNRESOLVED	N100019243_L01_8.fq.gz	L599	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	447180925	72f80b6f734e627eade3f0c887011d66	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/057/SRR24785257/SRR24785257.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785252	SRX20557970	SAMN35536852	UNRESOLVED	N100019244_L01_25.fq.gz	L602	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	659984860	3a5984dff9170025cbfd9b42475cf123	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/052/SRR24785252/SRR24785252.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785251	SRX20557971	SAMN35536853	UNRESOLVED	N100019244_L01_29.fq.gz	L603	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	1049054843	4491cc7805f6d323d43589114ac40d21	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/051/SRR24785251/SRR24785251.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
SRR24785250	SRX20557972	SAMN35536854	UNRESOLVED	N100019246_L01_25.fq.gz	L604	UNRESOLVED	No HIV field or accession-linked clinical table in public record	Illumina NovaSeq 6000	SINGLE	50	735582018	0ad71dd4e002750b8da5651e6365edb5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/050/SRR24785250/SRR24785250.fastq.gz	ZHONGNAN HOSPITAL, WUHAN UNIVERSITY	UNRESOLVED_AT_FILE_LEVEL	none	METADATA_ONLY
