contrast	taxon	prevalence	mean_group	mean_other	mean_delta_group_minus_other	median_group	median_other	p_value	q_value
Enterobacterales_vs_other	Neisseria gonorrhoeae	2	0.0001675	2.3076923076923077e-06	0.0001651923076923077	0.0	0.0	0.48292727458071427	0.8414068159271376
Acinetobacter_vs_other	Rothia aeria	4	0.0	0.00016384615384615385	-0.00016384615384615385	0.0	0.0	0.6254994799810465	0.8414068159271376
Enterobacterales_vs_other	Rothia aeria	4	0.0	0.00016384615384615385	-0.00016384615384615385	0.0	0.0	0.6254994799810465	0.8414068159271376
Haemophilus_vs_other	Rothia aeria	4	0.0	0.00016384615384615385	-0.00016384615384615385	0.0	0.0	0.6254994799810465	0.8414068159271376
Pseudomonas_vs_other	Leptotrichia wadei	4	1.5e-05	0.00017692307692307693	-0.00016192307692307692	0.0	0.0	0.7372110773613776	0.8414068159271376
Streptococcus_vs_other	Neisseria meningitidis	4	0.0003825	0.0002246153846153846	0.00015788461538461537	0.0	0.0	0.6472638029699183	0.8414068159271376
Pseudomonas_vs_other	Rothia aeria	4	7.5e-06	0.0001626923076923077	-0.0001551923076923077	0.0	0.0	0.7372110773613776	0.8414068159271376
Enterobacterales_vs_other	Fusobacterium periodonticum	3	0.0001925	4.076923076923077e-05	0.00015173076923076924	0.0	0.0	0.5829505577618919	0.8414068159271376
Acinetobacter_vs_other	Streptococcus sp. A12	3	0.0	0.00014692307692307693	-0.00014692307692307693	0.0	0.0	0.7143252846662898	0.8414068159271376
Enterobacterales_vs_other	Streptococcus sp. A12	3	0.0	0.00014692307692307693	-0.00014692307692307693	0.0	0.0	0.7143252846662898	0.8414068159271376
Haemophilus_vs_other	Streptococcus sp. A12	3	0.0	0.00014692307692307693	-0.00014692307692307693	0.0	0.0	0.7143252846662898	0.8414068159271376
Mycobacteria_vs_other	Streptococcus sp. A12	3	0.0	0.00014692307692307693	-0.00014692307692307693	0.0	0.0	0.7143252846662898	0.8414068159271376
Pseudomonas_vs_other	Streptococcus sp. A12	3	0.0	0.00014692307692307693	-0.00014692307692307693	0.0	0.0	0.7143252846662898	0.8414068159271376
Acinetobacter_vs_other	Streptococcus sp. Marseille-Q6470	4	0.0	0.0001453846153846154	-0.0001453846153846154	0.0	0.0	0.6254994799810465	0.8414068159271376
Enterobacterales_vs_other	Streptococcus sp. Marseille-Q6470	4	0.0	0.0001453846153846154	-0.0001453846153846154	0.0	0.0	0.6254994799810465	0.8414068159271376
Haemophilus_vs_other	Streptococcus sp. Marseille-Q6470	4	0.0	0.0001453846153846154	-0.0001453846153846154	0.0	0.0	0.6254994799810465	0.8414068159271376
Mycobacteria_vs_other	Streptococcus sp. Marseille-Q6470	4	0.0	0.0001453846153846154	-0.0001453846153846154	0.0	0.0	0.6254994799810465	0.8414068159271376
Acinetobacter_vs_other	Mogibacterium diversum	4	0.0	0.00014346153846153846	-0.00014346153846153846	0.0	0.0	0.6254994799810465	0.8414068159271376
Enterobacterales_vs_other	Mogibacterium diversum	4	0.0	0.00014346153846153846	-0.00014346153846153846	0.0	0.0	0.6254994799810465	0.8414068159271376
Haemophilus_vs_other	Mogibacterium diversum	4	0.0	0.00014346153846153846	-0.00014346153846153846	0.0	0.0	0.6254994799810465	0.8414068159271376
Mycobacteria_vs_other	Mogibacterium diversum	4	0.0	0.00014346153846153846	-0.00014346153846153846	0.0	0.0	0.6254994799810465	0.8414068159271376
Pseudomonas_vs_other	Streptococcus sp. oral taxon 061	4	4.75e-05	0.0001903846153846154	-0.0001428846153846154	0.0	0.0	0.7372110773613776	0.8414068159271376
Acinetobacter_vs_other	Schaalia odontolytica	4	0.0	0.00014192307692307692	-0.00014192307692307692	0.0	0.0	0.6254994799810465	0.8414068159271376
Enterobacterales_vs_other	Schaalia odontolytica	4	0.0	0.00014192307692307692	-0.00014192307692307692	0.0	0.0	0.6254994799810465	0.8414068159271376
Haemophilus_vs_other	Schaalia odontolytica	4	0.0	0.00014192307692307692	-0.00014192307692307692	0.0	0.0	0.6254994799810465	0.8414068159271376
Mycobacteria_vs_other	Schaalia odontolytica	4	0.0	0.00014192307692307692	-0.00014192307692307692	0.0	0.0	0.6254994799810465	0.8414068159271376
Pseudomonas_vs_other	Prevotella histicola	5	0.00053	0.0003919230769230769	0.00013807692307692306	0.0	0.0	0.7603323075218762	0.8414068159271376
Acinetobacter_vs_other	Capnocytophaga gingivalis	5	0.0	0.0001373076923076923	-0.0001373076923076923	0.0	0.0	0.541802935032798	0.8414068159271376
Haemophilus_vs_other	Capnocytophaga gingivalis	5	0.0	0.0001373076923076923	-0.0001373076923076923	0.0	0.0	0.541802935032798	0.8414068159271376
Mycobacteria_vs_other	Capnocytophaga gingivalis	5	0.0	0.0001373076923076923	-0.0001373076923076923	0.0	0.0	0.541802935032798	0.8414068159271376
Staphylococcus_vs_other	Tannerella forsythia	4	0.00054	0.00040307692307692305	0.00013692307692307696	0.0	0.0	0.6472638029699183	0.8414068159271376
Staphylococcus_vs_other	Granulicatella adiacens	5	0.0001525	0.00028884615384615385	-0.00013634615384615386	2.5e-05	0.0	0.24638736002924655	0.8414068159271376
Acinetobacter_vs_other	Capnocytophaga sputigena	4	0.0	0.00013615384615384615	-0.00013615384615384615	0.0	0.0	0.6254994799810465	0.8414068159271376
Haemophilus_vs_other	Capnocytophaga sputigena	4	0.0	0.00013615384615384615	-0.00013615384615384615	0.0	0.0	0.6254994799810465	0.8414068159271376
Mycobacteria_vs_other	Capnocytophaga sputigena	4	0.0	0.00013615384615384615	-0.00013615384615384615	0.0	0.0	0.6254994799810465	0.8414068159271376
Staphylococcus_vs_other	Capnocytophaga sputigena	4	0.0	0.00013615384615384615	-0.00013615384615384615	0.0	0.0	0.6254994799810465	0.8414068159271376
Acinetobacter_vs_other	Veillonella sp. S12025-13	3	0.0	0.00013576923076923079	-0.00013576923076923079	0.0	0.0	0.7143252846662898	0.8414068159271376
Enterobacterales_vs_other	Veillonella sp. S12025-13	3	0.0	0.00013576923076923079	-0.00013576923076923079	0.0	0.0	0.7143252846662898	0.8414068159271376
Haemophilus_vs_other	Veillonella sp. S12025-13	3	0.0	0.00013576923076923079	-0.00013576923076923079	0.0	0.0	0.7143252846662898	0.8414068159271376
Mycobacteria_vs_other	Veillonella sp. S12025-13	3	0.0	0.00013576923076923079	-0.00013576923076923079	0.0	0.0	0.7143252846662898	0.8414068159271376
Streptococcus_vs_other	Leptotrichia sp. oral taxon 212	2	0.0001475	1.1923076923076923e-05	0.00013557692307692308	0.0	0.0	0.48292727458071427	0.8414068159271376
Acinetobacter_vs_other	Escherichia fergusonii	2	0.0	0.00013192307692307692	-0.00013192307692307692	0.0	0.0	0.8072032868244086	0.8414068159271376
Haemophilus_vs_other	Escherichia fergusonii	2	0.0	0.00013192307692307692	-0.00013192307692307692	0.0	0.0	0.8072032868244086	0.8414068159271376
Mycobacteria_vs_other	Escherichia fergusonii	2	0.0	0.00013192307692307692	-0.00013192307692307692	0.0	0.0	0.8072032868244086	0.8414068159271376
Pseudomonas_vs_other	Escherichia fergusonii	2	0.0	0.00013192307692307692	-0.00013192307692307692	0.0	0.0	0.8072032868244086	0.8414068159271376
Staphylococcus_vs_other	Escherichia fergusonii	2	0.0	0.00013192307692307692	-0.00013192307692307692	0.0	0.0	0.8072032868244086	0.8414068159271376
Streptococcus_vs_other	Escherichia fergusonii	2	0.0	0.00013192307692307692	-0.00013192307692307692	0.0	0.0	0.8072032868244086	0.8414068159271376
Acinetobacter_vs_other	Candidatus Nanosynbacter sp. HMT-352	4	0.0	0.00013115384615384614	-0.00013115384615384614	0.0	0.0	0.6254994799810465	0.8414068159271376
Enterobacterales_vs_other	Candidatus Nanosynbacter sp. HMT-352	4	0.0	0.00013115384615384614	-0.00013115384615384614	0.0	0.0	0.6254994799810465	0.8414068159271376
Haemophilus_vs_other	Candidatus Nanosynbacter sp. HMT-352	4	0.0	0.00013115384615384614	-0.00013115384615384614	0.0	0.0	0.6254994799810465	0.8414068159271376
Mycobacteria_vs_other	Candidatus Nanosynbacter sp. HMT-352	4	0.0	0.00013115384615384614	-0.00013115384615384614	0.0	0.0	0.6254994799810465	0.8414068159271376
Acinetobacter_vs_other	Campylobacter showae	2	0.0	0.00012923076923076923	-0.00012923076923076923	0.0	0.0	0.8072032868244086	0.8414068159271376
Haemophilus_vs_other	Campylobacter showae	2	0.0	0.00012923076923076923	-0.00012923076923076923	0.0	0.0	0.8072032868244086	0.8414068159271376
Mycobacteria_vs_other	Campylobacter showae	2	0.0	0.00012923076923076923	-0.00012923076923076923	0.0	0.0	0.8072032868244086	0.8414068159271376
Pseudomonas_vs_other	Campylobacter showae	2	0.0	0.00012923076923076923	-0.00012923076923076923	0.0	0.0	0.8072032868244086	0.8414068159271376
Staphylococcus_vs_other	Campylobacter showae	2	0.0	0.00012923076923076923	-0.00012923076923076923	0.0	0.0	0.8072032868244086	0.8414068159271376
Enterobacterales_vs_other	Neisseria cinerea	2	0.0001325	3.4615384615384617e-06	0.00012903846153846152	0.0	0.0	0.48292727458071427	0.8414068159271376
Pseudomonas_vs_other	Neisseria meningitidis	4	0.000135	0.0002626923076923077	-0.0001276923076923077	0.0	0.0	0.6916935994652547	0.8414068159271376
Staphylococcus_vs_other	Streptococcus sp. A12	3	1.75e-05	0.00014423076923076922	-0.00012673076923076923	0.0	0.0	0.6254994799810465	0.8414068159271376
Staphylococcus_vs_other	Leptotrichia wadei	4	0.000265	0.00013846153846153847	0.00012653846153846152	0.00018	0.0	0.17953260630452128	0.8414068159271376
Streptococcus_vs_other	Veillonella dispar	5	0.00029	0.00016500000000000003	0.00012499999999999998	0.0	0.0	0.7143252846662898	0.8414068159271376
Acinetobacter_vs_other	Treponema denticola	2	0.0	0.0001226923076923077	-0.0001226923076923077	0.0	0.0	0.8072032868244086	0.8414068159271376
Enterobacterales_vs_other	Treponema denticola	2	0.0	0.0001226923076923077	-0.0001226923076923077	0.0	0.0	0.8072032868244086	0.8414068159271376
Haemophilus_vs_other	Treponema denticola	2	0.0	0.0001226923076923077	-0.0001226923076923077	0.0	0.0	0.8072032868244086	0.8414068159271376
Mycobacteria_vs_other	Treponema denticola	2	0.0	0.0001226923076923077	-0.0001226923076923077	0.0	0.0	0.8072032868244086	0.8414068159271376
Streptococcus_vs_other	Treponema denticola	2	0.0	0.0001226923076923077	-0.0001226923076923077	0.0	0.0	0.8072032868244086	0.8414068159271376
Pseudomonas_vs_other	Streptococcus sp. Marseille-Q6470	4	2.25e-05	0.00014192307692307692	-0.00011942307692307692	0.0	0.0	0.7372110773613776	0.8414068159271376
Acinetobacter_vs_other	Neisseria lactamica	3	0.0	0.00011884615384615384	-0.00011884615384615384	0.0	0.0	0.7143252846662898	0.8414068159271376
Haemophilus_vs_other	Neisseria lactamica	3	0.0	0.00011884615384615384	-0.00011884615384615384	0.0	0.0	0.7143252846662898	0.8414068159271376
Mycobacteria_vs_other	Neisseria lactamica	3	0.0	0.00011884615384615384	-0.00011884615384615384	0.0	0.0	0.7143252846662898	0.8414068159271376
Staphylococcus_vs_other	Neisseria lactamica	3	0.0	0.00011884615384615384	-0.00011884615384615384	0.0	0.0	0.7143252846662898	0.8414068159271376
Streptococcus_vs_other	Streptococcus infantis	4	0.00042	0.0003011538461538462	0.00011884615384615384	0.0	0.0	0.6472638029699183	0.8414068159271376
Streptococcus_vs_other	Campylobacter showae	2	0.0002125	9.653846153846155e-05	0.00011596153846153844	0.0	0.0	0.5217869408209155	0.8414068159271376
Streptococcus_vs_other	Actinomyces sp. oral taxon 414	2	0.000115	1.923076923076923e-06	0.00011307692307692308	0.0	0.0	0.48292727458071427	0.8414068159271376
Pseudomonas_vs_other	Veillonella sp. S12025-13	3	2e-05	0.00013269230769230768	-0.00011269230769230768	0.0	0.0	0.6254994799810465	0.8414068159271376
Acinetobacter_vs_other	Streptococcus gordonii	4	0.0	0.0001103846153846154	-0.0001103846153846154	0.0	0.0	0.6254994799810465	0.8414068159271376
Enterobacterales_vs_other	Streptococcus gordonii	4	0.0	0.0001103846153846154	-0.0001103846153846154	0.0	0.0	0.6254994799810465	0.8414068159271376
Haemophilus_vs_other	Streptococcus gordonii	4	0.0	0.0001103846153846154	-0.0001103846153846154	0.0	0.0	0.6254994799810465	0.8414068159271376
Mycobacteria_vs_other	Streptococcus gordonii	4	0.0	0.0001103846153846154	-0.0001103846153846154	0.0	0.0	0.6254994799810465	0.8414068159271376
Pseudomonas_vs_other	Capnocytophaga sputigena	4	2.5e-05	0.0001323076923076923	-0.00010730769230769231	0.0	0.0	0.7372110773613776	0.8414068159271376
Acinetobacter_vs_other	Neisseria elongata	3	0.0	0.00010615384615384615	-0.00010615384615384615	0.0	0.0	0.7143252846662898	0.8414068159271376
Haemophilus_vs_other	Neisseria elongata	3	0.0	0.00010615384615384615	-0.00010615384615384615	0.0	0.0	0.7143252846662898	0.8414068159271376
Mycobacteria_vs_other	Neisseria elongata	3	0.0	0.00010615384615384615	-0.00010615384615384615	0.0	0.0	0.7143252846662898	0.8414068159271376
Staphylococcus_vs_other	Neisseria elongata	3	0.0	0.00010615384615384615	-0.00010615384615384615	0.0	0.0	0.7143252846662898	0.8414068159271376
Streptococcus_vs_other	Porphyromonas sp. oral taxon 275	3	0.000115	8.846153846153847e-06	0.00010615384615384615	0.0	0.0	0.541802935032798	0.8414068159271376
Acinetobacter_vs_other	Tannerella serpentiformis	2	0.0	0.000105	-0.000105	0.0	0.0	0.8072032868244086	0.8414068159271376
Enterobacterales_vs_other	Tannerella serpentiformis	2	0.0	0.000105	-0.000105	0.0	0.0	0.8072032868244086	0.8414068159271376
Haemophilus_vs_other	Tannerella serpentiformis	2	0.0	0.000105	-0.000105	0.0	0.0	0.8072032868244086	0.8414068159271376
Mycobacteria_vs_other	Tannerella serpentiformis	2	0.0	0.000105	-0.000105	0.0	0.0	0.8072032868244086	0.8414068159271376
Staphylococcus_vs_other	Tannerella serpentiformis	2	0.0	0.000105	-0.000105	0.0	0.0	0.8072032868244086	0.8414068159271376
Staphylococcus_vs_other	Capnocytophaga leadbetteri	4	0.0002425	0.00014	0.00010250000000000002	3e-05	0.0	0.20012811767860228	0.8414068159271376
Acinetobacter_vs_other	Filifactor alocis	2	0.0	0.00010115384615384615	-0.00010115384615384615	0.0	0.0	0.8072032868244086	0.8414068159271376
Enterobacterales_vs_other	Filifactor alocis	2	0.0	0.00010115384615384615	-0.00010115384615384615	0.0	0.0	0.8072032868244086	0.8414068159271376
Haemophilus_vs_other	Filifactor alocis	2	0.0	0.00010115384615384615	-0.00010115384615384615	0.0	0.0	0.8072032868244086	0.8414068159271376
Mycobacteria_vs_other	Filifactor alocis	2	0.0	0.00010115384615384615	-0.00010115384615384615	0.0	0.0	0.8072032868244086	0.8414068159271376
Streptococcus_vs_other	Filifactor alocis	2	0.0	0.00010115384615384615	-0.00010115384615384615	0.0	0.0	0.8072032868244086	0.8414068159271376
Streptococcus_vs_other	Neisseria sp. oral taxon 014	2	0.0001025	2.692307692307692e-06	9.980769230769231e-05	0.0	0.0	0.48292727458071427	0.8414068159271376
Acinetobacter_vs_other	Veillonella rogosae	4	0.0	9.961538461538461e-05	-9.961538461538461e-05	0.0	0.0	0.6254994799810465	0.8414068159271376
Enterobacterales_vs_other	Veillonella rogosae	4	0.0	9.961538461538461e-05	-9.961538461538461e-05	0.0	0.0	0.6254994799810465	0.8414068159271376
Haemophilus_vs_other	Veillonella rogosae	4	0.0	9.961538461538461e-05	-9.961538461538461e-05	0.0	0.0	0.6254994799810465	0.8414068159271376
Mycobacteria_vs_other	Veillonella rogosae	4	0.0	9.961538461538461e-05	-9.961538461538461e-05	0.0	0.0	0.6254994799810465	0.8414068159271376
Streptococcus_vs_other	Streptococcus cristatus	2	0.000105	6.538461538461539e-06	9.846153846153846e-05	0.0	0.0	0.48292727458071427	0.8414068159271376
Enterobacterales_vs_other	Neisseria bacilliformis	2	0.0001	1.923076923076923e-06	9.807692307692309e-05	0.0	0.0	0.48292727458071427	0.8414068159271376
Pseudomonas_vs_other	Mogibacterium diversum	4	4e-05	0.00013730769230769233	-9.730769230769233e-05	0.0	0.0	0.6916935994652547	0.8414068159271376
Streptococcus_vs_other	Dialister pneumosintes	2	9.75e-05	1.1538461538461538e-06	9.634615384615385e-05	0.0	0.0	0.48292727458071427	0.8414068159271376
Pseudomonas_vs_other	Neisseria lactamica	3	2e-05	0.00011576923076923076	-9.576923076923076e-05	0.0	0.0	0.6254994799810465	0.8414068159271376
Pseudomonas_vs_other	Filifactor alocis	2	5e-06	0.00010038461538461538	-9.538461538461538e-05	0.0	0.0	0.5217869408209155	0.8414068159271376
Staphylococcus_vs_other	Neisseria mucosa	5	0.00125	0.001345	-9.500000000000003e-05	0.00102	0.0	0.24638736002924655	0.8414068159271376
Pseudomonas_vs_other	Tannerella serpentiformis	2	1e-05	0.00010346153846153846	-9.346153846153846e-05	0.0	0.0	0.5217869408209155	0.8414068159271376
Acinetobacter_vs_other	Campylobacter rectus	2	0.0	9.115384615384615e-05	-9.115384615384615e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
Haemophilus_vs_other	Campylobacter rectus	2	0.0	9.115384615384615e-05	-9.115384615384615e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
Mycobacteria_vs_other	Campylobacter rectus	2	0.0	9.115384615384615e-05	-9.115384615384615e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
Pseudomonas_vs_other	Campylobacter rectus	2	0.0	9.115384615384615e-05	-9.115384615384615e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
Staphylococcus_vs_other	Campylobacter rectus	2	0.0	9.115384615384615e-05	-9.115384615384615e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
Streptococcus_vs_other	Leptotrichia sp. oral taxon 221	2	9.25e-05	1.5384615384615385e-06	9.096153846153846e-05	0.0	0.0	0.48292727458071427	0.8414068159271376
Mycobacteria_vs_other	Prevotella oris	4	0.000525	0.000615	-9.000000000000002e-05	0.0	0.0	0.6916935994652547	0.8414068159271376
Staphylococcus_vs_other	Veillonella sp. S12025-13	3	4e-05	0.00012961538461538462	-8.961538461538463e-05	0.0	0.0	0.5829505577618919	0.8414068159271376
Pseudomonas_vs_other	Haemophilus haemolyticus	3	0.0001075	0.0001969230769230769	-8.94230769230769e-05	0.0	0.0	0.6254994799810465	0.8414068159271376
Staphylococcus_vs_other	Rothia aeria	4	0.0002175	0.00013038461538461538	8.711538461538462e-05	0.0	0.0	0.6472638029699183	0.8414068159271376
Pseudomonas_vs_other	Veillonella rogosae	4	1.25e-05	9.76923076923077e-05	-8.519230769230769e-05	0.0	0.0	0.7372110773613776	0.8414068159271376
Enterobacterales_vs_other	Neisseria elongata	3	0.0001625	8.115384615384616e-05	8.134615384615384e-05	0.0	0.0	0.5829505577618919	0.8414068159271376
Pseudomonas_vs_other	Streptococcus gordonii	4	2.75e-05	0.00010615384615384615	-7.865384615384615e-05	0.0	0.0	0.7372110773613776	0.8414068159271376
Pseudomonas_vs_other	Schaalia odontolytica	4	5.75e-05	0.00013307692307692307	-7.557692307692307e-05	0.0	0.0	0.6916935994652547	0.8414068159271376
Pseudomonas_vs_other	Neisseria elongata	3	2.75e-05	0.00010192307692307692	-7.442307692307692e-05	0.0	0.0	0.6254994799810465	0.8414068159271376
Acinetobacter_vs_other	Streptococcus sp. 1643	2	0.0	7.076923076923076e-05	-7.076923076923076e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
Enterobacterales_vs_other	Streptococcus sp. 1643	2	0.0	7.076923076923076e-05	-7.076923076923076e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
Haemophilus_vs_other	Streptococcus sp. 1643	2	0.0	7.076923076923076e-05	-7.076923076923076e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
Mycobacteria_vs_other	Streptococcus sp. 1643	2	0.0	7.076923076923076e-05	-7.076923076923076e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
Pseudomonas_vs_other	Streptococcus sp. 1643	2	0.0	7.076923076923076e-05	-7.076923076923076e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
Pseudomonas_vs_other	Candidatus Nanosynbacter sp. HMT-352	4	5.25e-05	0.00012307692307692307	-7.057692307692307e-05	0.0	0.0	0.6916935994652547	0.8414068159271376
Acinetobacter_vs_other	Fusobacterium periodonticum	3	0.0	7.038461538461539e-05	-7.038461538461539e-05	0.0	0.0	0.7143252846662898	0.8414068159271376
Haemophilus_vs_other	Fusobacterium periodonticum	3	0.0	7.038461538461539e-05	-7.038461538461539e-05	0.0	0.0	0.7143252846662898	0.8414068159271376
Mycobacteria_vs_other	Fusobacterium periodonticum	3	0.0	7.038461538461539e-05	-7.038461538461539e-05	0.0	0.0	0.7143252846662898	0.8414068159271376
Pseudomonas_vs_other	Fusobacterium periodonticum	3	0.0	7.038461538461539e-05	-7.038461538461539e-05	0.0	0.0	0.7143252846662898	0.8414068159271376
Streptococcus_vs_other	Rothia aeria	4	0.0002025	0.0001326923076923077	6.980769230769228e-05	0.0	0.0	0.6916935994652547	0.8414068159271376
Pseudomonas_vs_other	Capnocytophaga leadbetteri	4	9.5e-05	0.0001626923076923077	-6.76923076923077e-05	0.0	0.0	0.6916935994652547	0.8414068159271376
Enterobacterales_vs_other	Campylobacter rectus	2	0.0001375	7e-05	6.750000000000001e-05	0.0	0.0	0.5217869408209155	0.8414068159271376
Staphylococcus_vs_other	Capnocytophaga sp. FDAARGOS_737	5	0.00032500000000000004	0.00039230769230769234	-6.73076923076923e-05	6e-05	0.0	0.2721346393759747	0.8414068159271376
Streptococcus_vs_other	Veillonella rogosae	4	0.0001425	7.76923076923077e-05	6.48076923076923e-05	0.0	0.0	0.6472638029699183	0.8414068159271376
Enterobacterales_vs_other	Streptococcus sanguinis	5	0.00011	0.00017192307692307692	-6.192307692307691e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
Acinetobacter_vs_other	Prevotella scopos	3	0.0	5.884615384615385e-05	-5.884615384615385e-05	0.0	0.0	0.7143252846662898	0.8414068159271376
Enterobacterales_vs_other	Prevotella scopos	3	0.0	5.884615384615385e-05	-5.884615384615385e-05	0.0	0.0	0.7143252846662898	0.8414068159271376
Haemophilus_vs_other	Prevotella scopos	3	0.0	5.884615384615385e-05	-5.884615384615385e-05	0.0	0.0	0.7143252846662898	0.8414068159271376
Mycobacteria_vs_other	Prevotella scopos	3	0.0	5.884615384615385e-05	-5.884615384615385e-05	0.0	0.0	0.7143252846662898	0.8414068159271376
Streptococcus_vs_other	Capnocytophaga sp. oral taxon 878	2	6e-05	1.1538461538461538e-06	5.8846153846153846e-05	0.0	0.0	0.48292727458071427	0.8414068159271376
Enterobacterales_vs_other	Aggregatibacter aphrophilus	2	6e-05	1.923076923076923e-06	5.8076923076923076e-05	0.0	0.0	0.48292727458071427	0.8414068159271376
Acinetobacter_vs_other	Streptococcus lactarius	2	0.0	5.807692307692307e-05	-5.807692307692307e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
Enterobacterales_vs_other	Streptococcus lactarius	2	0.0	5.807692307692307e-05	-5.807692307692307e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
Haemophilus_vs_other	Streptococcus lactarius	2	0.0	5.807692307692307e-05	-5.807692307692307e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
Mycobacteria_vs_other	Streptococcus lactarius	2	0.0	5.807692307692307e-05	-5.807692307692307e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
Pseudomonas_vs_other	Streptococcus lactarius	2	0.0	5.807692307692307e-05	-5.807692307692307e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
Staphylococcus_vs_other	Streptococcus lactarius	2	0.0	5.807692307692307e-05	-5.807692307692307e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
Enterobacterales_vs_other	Leptotrichia sp. oral taxon 212	2	7.75e-05	2.2692307692307694e-05	5.4807692307692306e-05	0.0	0.0	0.5217869408209155	0.8414068159271376
Staphylococcus_vs_other	Gemella haemolysans	7	0.00026000000000000003	0.0003138461538461538	-5.384615384615378e-05	1.5e-05	0.0	0.3930360510185342	0.8414068159271376
Acinetobacter_vs_other	Prevotella multiformis	2	0.0	5.0384615384615394e-05	-5.0384615384615394e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
Enterobacterales_vs_other	Prevotella multiformis	2	0.0	5.0384615384615394e-05	-5.0384615384615394e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
Haemophilus_vs_other	Prevotella multiformis	2	0.0	5.0384615384615394e-05	-5.0384615384615394e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
Mycobacteria_vs_other	Prevotella multiformis	2	0.0	5.0384615384615394e-05	-5.0384615384615394e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
Staphylococcus_vs_other	Prevotella multiformis	2	0.0	5.0384615384615394e-05	-5.0384615384615394e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
Pseudomonas_vs_other	Prevotella scopos	3	7.5e-06	5.769230769230769e-05	-5.019230769230769e-05	0.0	0.0	0.6254994799810465	0.8414068159271376
Acinetobacter_vs_other	Treponema vincentii	2	0.0	4.615384615384616e-05	-4.615384615384616e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
Enterobacterales_vs_other	Treponema vincentii	2	0.0	4.615384615384616e-05	-4.615384615384616e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
Haemophilus_vs_other	Treponema vincentii	2	0.0	4.615384615384616e-05	-4.615384615384616e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
Mycobacteria_vs_other	Treponema vincentii	2	0.0	4.615384615384616e-05	-4.615384615384616e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
Streptococcus_vs_other	Treponema vincentii	2	0.0	4.615384615384616e-05	-4.615384615384616e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
Acinetobacter_vs_other	Fusobacterium hwasookii	2	0.0	4.538461538461539e-05	-4.538461538461539e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
Haemophilus_vs_other	Fusobacterium hwasookii	2	0.0	4.538461538461539e-05	-4.538461538461539e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
Mycobacteria_vs_other	Fusobacterium hwasookii	2	0.0	4.538461538461539e-05	-4.538461538461539e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
Staphylococcus_vs_other	Fusobacterium hwasookii	2	0.0	4.538461538461539e-05	-4.538461538461539e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
Streptococcus_vs_other	Fusobacterium hwasookii	2	0.0	4.538461538461539e-05	-4.538461538461539e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
Staphylococcus_vs_other	Fusobacterium periodonticum	3	2.5e-05	6.653846153846153e-05	-4.153846153846154e-05	0.0	0.0	0.6254994799810465	0.8414068159271376
Pseudomonas_vs_other	Prevotella multiformis	2	1e-05	4.884615384615385e-05	-3.884615384615385e-05	0.0	0.0	0.5217869408209155	0.8414068159271376
Pseudomonas_vs_other	Treponema vincentii	2	7.25e-05	3.5e-05	3.7500000000000003e-05	0.0	0.0	0.5217869408209155	0.8414068159271376
Staphylococcus_vs_other	Prevotella scopos	3	2e-05	5.576923076923077e-05	-3.576923076923077e-05	0.0	0.0	0.5829505577618919	0.8414068159271376
Acinetobacter_vs_other	Leptotrichia sp. oral taxon 212	2	0.0	3.461538461538461e-05	-3.461538461538461e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
Haemophilus_vs_other	Leptotrichia sp. oral taxon 212	2	0.0	3.461538461538461e-05	-3.461538461538461e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
Mycobacteria_vs_other	Leptotrichia sp. oral taxon 212	2	0.0	3.461538461538461e-05	-3.461538461538461e-05	0.0	0.0	0.8072032868244086	0.8414068159271376
