section	metric	cohort	value1	value2	value3
aitchison_pcoa	SRR27343856	Bacterial infection	-1.7438120732757483	0.40287962512085485	True
aitchison_pcoa	SRR27343860	Bacterial infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343239	Bacterial infection	-5.2488551597284046	-2.4641431592609506	True
aitchison_pcoa	SRR27343270	Lung cancer	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343274	Lung cancer	-0.40655723580654113	0.7013518193852816	False
aitchison_pcoa	SRR27343283	Lung cancer	-4.695426965194727	3.5382661699583253	True
aitchison_pcoa	SRR27343290	Lung cancer	5.779056173903951	-2.1182352258327874	True
aitchison_pcoa	SRR27343303	Pulmonary tuberculosis	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343305	Pulmonary tuberculosis	-0.34519667775498264	1.2707960086005157	False
aitchison_pcoa	SRR27343316	Pulmonary tuberculosis	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343319	Pulmonary tuberculosis	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343326	Bacterial infection	-3.435240291327691	-1.562363581516093	True
aitchison_pcoa	SRR27343333	Pulmonary tuberculosis	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343412	Bacterial infection	-8.132724482496752	-4.919375359504941	True
aitchison_pcoa	SRR27343480	Lung cancer	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343481	Lung cancer	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343486	Lung cancer	10.928209029379802	0.9067521212697015	True
aitchison_pcoa	SRR27344015	Lung cancer	4.427231887116329	-3.510919797251398	False
aitchison_pcoa	SRR27344017	Lung cancer	-7.266770903317193	-4.035769918173603	True
aitchison_pcoa	SRR27344027	Lung cancer	-6.473578793013004	-11.909186971488808	True
aitchison_pcoa	SRR27344037	Bacterial infection	-0.4064123916775784	1.232808352229807	False
aitchison_pcoa	SRR27344042	Bacterial infection	-9.748524344527867	-7.153190728466592	True
aitchison_pcoa	SRR27343492	Lung cancer	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343498	Lung cancer	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343501	Bacterial infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343502	Pulmonary tuberculosis	-4.927987664315067	5.933575671366241	True
aitchison_pcoa	SRR27343509	Pulmonary tuberculosis	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343520	Pulmonary tuberculosis	10.47525657973487	1.0802977478935154	True
aitchison_pcoa	SRR27343522	Pulmonary tuberculosis	1.490203168996447	-1.8477093431231428	True
aitchison_pcoa	SRR27343526	Pulmonary tuberculosis	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343527	Pulmonary tuberculosis	-1.5172613491175813	-0.2424917787883515	True
aitchison_pcoa	SRR27343696	Lung cancer	2.828541823683083	-5.063497938991837	True
aitchison_pcoa	SRR27343708	Lung cancer	-1.7438120732757483	0.40287962512085485	True
aitchison_pcoa	SRR27343717	Lung cancer	-2.1871388414634043	-0.5530089568270052	False
aitchison_pcoa	SRR27343730	Lung cancer	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343735	Pulmonary tuberculosis	11.373975777103574	0.55501876086988	True
aitchison_pcoa	SRR27343736	Pulmonary tuberculosis	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343742	Pulmonary tuberculosis	-4.134606176491214	5.061948831958555	False
aitchison_pcoa	SRR27343743	Pulmonary tuberculosis	-4.539030766959267	5.85007280859187	True
aitchison_pcoa	SRR27343745	Pulmonary tuberculosis	-3.378638463351039	5.474271273854548	True
aitchison_pcoa	SRR27343758	Pulmonary tuberculosis	3.243850928658822	-3.0680932950889956	False
aitchison_pcoa	SRR27343789	Fungal infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343275	Lung cancer	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343276	Lung cancer	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343281	Bacterial infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343306	Pulmonary tuberculosis	6.031408823415499	-5.172412203707119	True
aitchison_pcoa	SRR27343317	Pulmonary tuberculosis	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343321	Pulmonary tuberculosis	3.1787750980238694	0.7479266145067445	False
aitchison_pcoa	SRR27343322	Pulmonary tuberculosis	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343330	Pulmonary tuberculosis	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343331	Pulmonary tuberculosis	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343791	Bacterial infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343796	Fungal infection	-1.578642675287225	-5.1631467120446395	True
aitchison_pcoa	SRR27343836	Fungal infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343846	Bacterial infection	-8.720737417619219	-6.722717718433603	True
aitchison_pcoa	SRR27343852	Fungal infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343857	Bacterial infection	1.8291696933670516	-3.308236206852564	True
aitchison_pcoa	SRR27343898	Bacterial infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27344024	Lung cancer	-5.837352192511825	-11.832521887498833	True
aitchison_pcoa	SRR27344026	Lung cancer	10.276139034993431	-1.5789442330871526	True
aitchison_pcoa	SRR27344030	Lung cancer	3.243850928658822	-3.0680932950889956	False
aitchison_pcoa	SRR27344040	Bacterial infection	0.14226138240290334	0.5350832702765679	False
aitchison_pcoa	SRR27343462	Lung cancer	1.6753820204693264	0.9870093280400836	False
aitchison_pcoa	SRR27343466	Lung cancer	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343474	Lung cancer	-0.19981238974677096	1.4336024990135599	True
aitchison_pcoa	SRR27343476	Lung cancer	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343478	Lung cancer	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343493	Lung cancer	4.1304731349572394	1.7946149565538465	False
aitchison_pcoa	SRR27343514	Pulmonary tuberculosis	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343602	Bacterial infection	6.009498396110733	1.2861773908186147	True
aitchison_pcoa	SRR27343664	Bacterial infection	-3.351149990934698	-10.631399584311572	True
aitchison_pcoa	SRR27343714	Lung cancer	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343716	Bacterial infection	-5.210939016971059	-9.274703062085575	True
aitchison_pcoa	SRR27343737	Pulmonary tuberculosis	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343751	Pulmonary tuberculosis	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343766	Fungal infection	-4.694423973859212	6.152895918388557	True
aitchison_pcoa	SRR27343771	Fungal infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343782	Fungal infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343794	Fungal infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343816	Fungal infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343825	Fungal infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343827	Fungal infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343200	Bacterial infection	3.243850928658822	-3.0680932950889956	False
aitchison_pcoa	SRR27343223	Bacterial infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343261	Bacterial infection	5.275291458180222	-3.3582751711526884	False
aitchison_pcoa	SRR27343273	Lung cancer	5.637024498835175	-1.4755061582566404	True
aitchison_pcoa	SRR27343291	Lung cancer	-1.7438120732757483	0.40287962512085485	True
aitchison_pcoa	SRR27343296	Lung cancer	-1.7438120732757483	0.40287962512085485	True
aitchison_pcoa	SRR27343302	Lung cancer	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343383	Bacterial infection	2.3031509699022874	1.753245660560577	True
aitchison_pcoa	SRR27343394	Bacterial infection	-4.560919353377406	5.892728275587035	True
aitchison_pcoa	SRR27343436	Bacterial infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343503	Pulmonary tuberculosis	-6.1958893354438205	9.607784733281004	True
aitchison_pcoa	SRR27343512	Bacterial infection	8.73342165183795	-2.6233889009879956	True
aitchison_pcoa	SRR27343519	Pulmonary tuberculosis	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343831	Fungal infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343864	Bacterial infection	3.1540948765062833	1.0328868122632542	True
aitchison_pcoa	SRR27343866	Bacterial infection	-10.80789322526041	-9.156611191183897	False
aitchison_pcoa	SRR27344012	Bacterial infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27344031	Lung cancer	-2.2083881968393806	-0.5988262131607162	False
aitchison_pcoa	SRR27344033	Lung cancer	12.232721233438681	3.1047230855594647	False
aitchison_pcoa	SRR27344044	Bacterial infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343554	Bacterial infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343636	Bacterial infection	-5.358646636497932	-4.009031526724214	False
aitchison_pcoa	SRR27343686	Bacterial infection	-6.395801805245199	-3.758494535159393	True
aitchison_pcoa	SRR27343709	Lung cancer	-5.147687850441786	7.03619564173886	False
aitchison_pcoa	SRR27343711	Lung cancer	3.142585746981836	-5.784756657883784	True
aitchison_pcoa	SRR27343713	Lung cancer	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343718	Lung cancer	3.1353390176098683	2.3119270643270986	True
aitchison_pcoa	SRR27343721	Lung cancer	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343722	Lung cancer	1.928528528854474	0.6602910278385974	True
aitchison_pcoa	SRR27343728	Lung cancer	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343732	Lung cancer	8.658888768559676	1.7962922760341293	False
aitchison_pcoa	SRR27343740	Pulmonary tuberculosis	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343754	Pulmonary tuberculosis	7.034658031976912	-2.4141034856022103	True
aitchison_pcoa	SRR27343755	Bacterial infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343760	Pulmonary tuberculosis	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343779	Fungal infection	-5.144986778080742	4.198149947619681	True
aitchison_pcoa	SRR27343787	Fungal infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343800	Fungal infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343822	Fungal infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343934	Bacterial infection	-11.252966522551027	-8.794693406265324	True
aitchison_pcoa	SRR27343313	Pulmonary tuberculosis	3.243850928658822	-3.0680932950889956	False
aitchison_pcoa	SRR27343458	Bacterial infection	-3.536607884313682	-6.217462918231551	True
aitchison_pcoa	SRR27343468	Bacterial infection	-8.095399997100749	-11.911878074677857	False
aitchison_pcoa	SRR27343516	Pulmonary tuberculosis	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343577	Bacterial infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343601	Bacterial infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343704	Lung cancer	-0.12368978648148825	2.24843254714938	True
aitchison_pcoa	SRR27343705	Bacterial infection	-9.642217966492705	-7.365670709210882	True
aitchison_pcoa	SRR27343707	Lung cancer	2.8017711453492353	0.721500657112755	True
aitchison_pcoa	SRR27343719	Lung cancer	1.5008409492025248	0.7232603318210749	True
aitchison_pcoa	SRR27343720	Lung cancer	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343731	Lung cancer	3.1761275490599634	0.27292658149466054	True
aitchison_pcoa	SRR27343739	Pulmonary tuberculosis	-0.9100632438393236	1.5036705410093059	True
aitchison_pcoa	SRR27343744	Bacterial infection	-1.7438120732757483	0.40287962512085485	True
aitchison_pcoa	SRR27343804	Fungal infection	6.71849054457683	-0.8690620392455691	True
aitchison_pcoa	SRR27343807	Fungal infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27344029	Lung cancer	-1.7438120732757483	0.40287962512085485	True
aitchison_pcoa	SRR27344035	Bacterial infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27344041	Bacterial infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27344045	Bacterial infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343304	Bacterial infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343307	Pulmonary tuberculosis	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343471	Lung cancer	3.6643107941155946	-7.129174422062859	False
aitchison_pcoa	SRR27343491	Lung cancer	1.4061124770916342	-1.890092802715948	True
aitchison_pcoa	SRR27343706	Lung cancer	9.161437150994175	-2.483145761776806	True
aitchison_pcoa	SRR27343723	Lung cancer	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343733	Bacterial infection	-7.937387069341199	-5.916998793467412	False
aitchison_pcoa	SRR27343777	Fungal infection	0.8616222987170088	1.9173973515909004	True
aitchison_pcoa	SRR27343790	Fungal infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343814	Fungal infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343826	Fungal infection	5.7163407759730385	4.034351951244089	True
aitchison_pcoa	SRR27343829	Fungal infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343832	Fungal infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343839	Fungal infection	8.67219463538623	3.186196993556431	False
aitchison_pcoa	SRR27343844	Fungal infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343847	Fungal infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343861	Bacterial infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343912	Bacterial infection	1.2732308764722817	-4.044520404480308	True
aitchison_pcoa	SRR27344023	Bacterial infection	1.4657191319875853	-10.627738834780278	False
aitchison_pcoa	SRR27344034	Bacterial infection	-5.68282292519314	0.3009696346341885	True
aitchison_pcoa	SRR27343267	Lung cancer	5.990767372776886	-0.25169182238360016	True
aitchison_pcoa	SRR27343288	Lung cancer	6.587976181285805	1.0171528068400746	False
aitchison_pcoa	SRR27343401	Bacterial infection	-9.184392902550773	-7.066300094530478	True
aitchison_pcoa	SRR27343467	Lung cancer	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343497	Pulmonary tuberculosis	-3.282303687707384	8.880486590897922	False
aitchison_pcoa	SRR27343523	Bacterial infection	1.2096181701137394	1.6016365642204442	False
aitchison_pcoa	SRR27343624	Bacterial infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343699	Lung cancer	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343734	Lung cancer	10.73949711987409	2.2688428252887998	False
aitchison_pcoa	SRR27343806	Fungal infection	-3.4817289106246996	4.329924821339228	True
aitchison_pcoa	SRR27343850	Fungal infection	-5.147687850441786	7.03619564173886	False
aitchison_pcoa	SRR27343854	Bacterial infection	-1.7438120732757483	0.40287962512085485	True
aitchison_pcoa	SRR27343862	Bacterial infection	1.7770967380286038	0.6496764705532696	False
aitchison_pcoa	SRR27343865	Bacterial infection	2.434774499197255	-2.505047560853959	False
aitchison_pcoa	SRR27343867	Bacterial infection	4.428047150109793	-1.3076681738107832	True
aitchison_pcoa	SRR27343868	Bacterial infection	-1.7438120732757483	0.40287962512085485	True
aitchison_pcoa	SRR27343887	Bacterial infection	-11.6169317325687	-10.408474088491008	True
aitchison_pcoa	SRR27343982	Bacterial infection	-10.654652142463593	-9.849296480602344	True
aitchison_pcoa	SRR27344021	Lung cancer	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27344046	Bacterial infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343191	Bacterial infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343192	Bacterial infection	3.324810130679805	2.112431295219275	True
aitchison_pcoa	SRR27343289	Lung cancer	10.508457948374074	-0.13192324253239715	False
aitchison_pcoa	SRR27343298	Lung cancer	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343299	Lung cancer	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343301	Pulmonary tuberculosis	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343311	Pulmonary tuberculosis	10.881391138466771	-1.6777352703288044	False
aitchison_pcoa	SRR27343508	Pulmonary tuberculosis	10.283172652904254	2.159226529726665	False
aitchison_pcoa	SRR27343517	Pulmonary tuberculosis	3.243850928658822	-3.0680932950889956	False
aitchison_pcoa	SRR27343525	Pulmonary tuberculosis	10.397475350504154	5.096087134708129	True
aitchison_pcoa	SRR27343543	Bacterial infection	-1.7438120732757483	0.40287962512085485	True
aitchison_pcoa	SRR27343726	Lung cancer	6.923745588727161	-0.9153728945778695	True
aitchison_pcoa	SRR27343738	Pulmonary tuberculosis	-3.0059774747525143	2.86252930722749	False
aitchison_pcoa	SRR27343799	Fungal infection	9.365579230407205	0.4108076908421309	False
aitchison_pcoa	SRR27343817	Fungal infection	12.10163915281365	4.554195867442487	False
aitchison_pcoa	SRR27343823	Fungal infection	-6.102873759635486	9.442240516474637	True
aitchison_pcoa	SRR27343842	Fungal infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343855	Bacterial infection	-1.7438120732757483	0.40287962512085485	False
aitchison_pcoa	SRR27343948	Bacterial infection	4.551418334543029	-4.263140955447348	False
aitchison_pcoa	SRR27344047	Bacterial infection	-3.7235361309654738	-1.3190353149255918	True
aitchison_pcoa	SRR27343222	Bacterial infection	1.5904103508710428	-9.897554412857147	False
aitchison_pcoa	SRR27343269	Bacterial infection	6.038542002493041	-5.170860794928825	False
aitchison_pcoa	SRR27343332	Pulmonary tuberculosis	-3.60750381853801	4.614129299546146	False
