species	detected_samples	prevalence	mean_relative_abundance	median_relative_abundance	maximum_relative_abundance
Proteus vulgaris	1	0.0025	1.1866519633696122e-05	0.0	0.004746607853478448
Nocardia yunnanensis	1	0.0025	1.1796995377503852e-05	0.0	0.004718798151001541
Thauera sp. MZ1T	1	0.0025	1.1703276917536908e-05	0.0	0.0046813107670147635
Runella rosea	1	0.0025	1.146788990825688e-05	0.0	0.0045871559633027525
Brevundimonas vancanneytii	1	0.0025	1.1377010592389172e-05	0.0	0.004550804236955669
Xanthomonas prunicola	1	0.0025	1.1027095148078135e-05	0.0	0.004410838059231254
Slopekvirus matisse	1	0.0025	1.0931056634270674e-05	0.0	0.00437242265370827
Burkholderia latens	1	0.0025	1.0779604120847322e-05	0.0	0.004311841648338929
Nocardia huaxiensis	1	0.0025	1.0593220338983052e-05	0.0	0.00423728813559322
Nocardia otitidiscaviarum	1	0.0025	1.0593220338983052e-05	0.0	0.00423728813559322
Pseudomonas sp. J380	1	0.0025	1.05923891722244e-05	0.0	0.00423695566888976
Acinetobacter chinensis	1	0.0025	1.0369782013944047e-05	0.0	0.004147912805577619
Flavobacterium sp. GENT11	1	0.0025	1.0298156139662611e-05	0.0	0.004119262455865045
Lactococcus piscium	1	0.0025	1.0246597676683046e-05	0.0	0.004098639070673218
Rhodococcus sp. PBTS 1	1	0.0025	1.0200078462142014e-05	0.0	0.004080031384856806
Acinetobacter seifertii	1	0.0025	1.0149148354072898e-05	0.0	0.004059659341629159
Nocardia gipuzkoensis	1	0.0025	1.011171032357473e-05	0.0	0.004044684129429892
Nocardia arthritidis	1	0.0025	9.991332819722651e-06	0.0	0.0039965331278890605
Nocardia seriolae	1	0.0025	9.991332819722651e-06	0.0	0.0039965331278890605
Kytococcus sedentarius	1	0.0025	9.928514694201747e-06	0.0	0.003971405877680699
Pseudomonas wadenswilerensis	1	0.0025	9.707881034330598e-06	0.0	0.0038831524137322394
Slopekvirus eap3	1	0.0025	9.584101788341588e-06	0.0	0.003833640715336635
Nocardia yamanashiensis	1	0.0025	9.50982280431433e-06	0.0	0.003803929121725732
Staphylococcus lugdunensis	1	0.0025	9.21972049689441e-06	0.0	0.003687888198757764
Burkholderia sp. MSMB0856	1	0.0025	9.219301686936052e-06	0.0	0.003687720674774421
Torque teno mini virus 3	1	0.0025	9.0004990375704e-06	0.0	0.00360019961502816
Burkholderia lata	1	0.0025	8.925068654374264e-06	0.0	0.0035700274617497057
Agrobacterium vaccinii	1	0.0025	8.887932791377007e-06	0.0	0.003555173116550803
Mycobacterium sp. SMC-8	1	0.0025	8.667180277349769e-06	0.0	0.0034668721109399076
Nocardia iowensis	1	0.0025	8.426425269645608e-06	0.0	0.0033705701078582434
Gamaleyavirus G7C	1	0.0025	8.163445415232548e-06	0.0	0.0032653781660930193
Klebsiella virus Miro	1	0.0025	8.0558260977682e-06	0.0	0.00322233043910728
Salmonella bongori	1	0.0025	7.971036851903279e-06	0.0	0.0031884147407613113
Aegilops tauschii	1	0.0025	7.958097001967821e-06	0.0	0.0031832388007871286
Weizmannia coagulans	1	0.0025	7.911013089130748e-06	0.0	0.003164405235652299
Nocardia tengchongensis	1	0.0025	7.824537750385208e-06	0.0	0.003129815100154083
Alcaligenes aquatilis	1	0.0025	7.791319330073225e-06	0.0	0.00311652773202929
Streptococcus infantarius	1	0.0025	7.67128541976315e-06	0.0	0.0030685141679052596
Pseudomonas nitroreducens	1	0.0025	7.45390349156532e-06	0.0	0.002981561396626128
Scytonema sp. HK-05	1	0.0025	7.307467462539614e-06	0.0	0.0029229869850158456
Rosa chinensis	1	0.0025	7.2809107757479486e-06	0.0	0.0029123643102991793
Citrobacter sp. MGH 55	1	0.0025	7.047541669744196e-06	0.0	0.0028190166678976783
Amycolatopsis sp. YIM 10	1	0.0025	6.981895223420647e-06	0.0	0.0027927580893682587
Burkholderia sp. S-53	1	0.0025	6.963515103962338e-06	0.0	0.002785406041584935
Faecalibacterium prausnitzii	1	0.0025	6.963515103962338e-06	0.0	0.002785406041584935
Sphingobium baderi	1	0.0025	6.865437426441741e-06	0.0	0.0027461749705766964
Corynebacterium amycolatum	1	0.0025	6.800555619863411e-06	0.0	0.0027202222479453643
Corynebacterium minutissimum	1	0.0025	6.6558629471003595e-06	0.0	0.0026623451788401436
Paraburkholderia dokdonella	1	0.0025	6.619009796134498e-06	0.0	0.0026476039184537992
Stenotrophomonas sp. pho	1	0.0025	6.614790045522257e-06	0.0	0.0026459160182089026
Bifidobacterium thermophilum	1	0.0025	6.592510907608956e-06	0.0	0.0026370043630435827
Pseudomonas sp. FDAARGOS_761	1	0.0025	6.563694301231223e-06	0.0	0.002625477720492489
Dyella terrae	1	0.0025	6.375049038838759e-06	0.0	0.002550019615535504
Harrisonburgvirus persinger	1	0.0025	6.301764494058336e-06	0.0	0.0025207057976233344
Saccharopolyspora gregorii	1	0.0025	6.259630200308166e-06	0.0	0.0025038520801232665
Yersinia intermedia	1	0.0025	6.177742476392199e-06	0.0	0.0024710969905568795
Prescottella equi	1	0.0025	6.0188751926040055e-06	0.0	0.0024075500770416023
Acinetobacter septicus	1	0.0025	5.982738328756375e-06	0.0	0.00239309533150255
Pannonibacter phragmitetus	1	0.0025	5.957108816521049e-06	0.0	0.0023828435266084196
Hafnia paralvei	1	0.0025	5.736475156649898e-06	0.0	0.0022945900626599593
Fusobacterium ulcerans	1	0.0025	5.715360574140525e-06	0.0	0.0022861442296562102
Brevundimonas diminuta	1	0.0025	5.688505296194586e-06	0.0	0.0022754021184778345
Polynucleobacter sp. MWH-CaK5	1	0.0025	5.688505296194586e-06	0.0	0.0022754021184778345
Bacillus sp. PAMC26568	1	0.0025	5.633600230138562e-06	0.0	0.0022534400920554247
Pseudomonas sp. B11D7D	1	0.0025	5.51584149677875e-06	0.0	0.0022063365987115
Microbacterium sp. PM5	1	0.0025	5.513736395454763e-06	0.0	0.0022054945581819053
Microbacterium sp. KUDC0405	1	0.0025	5.492349941153393e-06	0.0	0.0021969399764613573
Pseudomonas veronii	1	0.0025	5.393872560770964e-06	0.0	0.0021575490243083855
Pseudomonas psychrotolerans	1	0.0025	5.354900657360219e-06	0.0	0.0021419602629440876
Sphingomonas aerolata	1	0.0025	5.321437467448654e-06	0.0	0.0021285749869794615
Nocardia sp. CS682	1	0.0025	5.296610169491526e-06	0.0	0.00211864406779661
Aeromonas dhakensis	1	0.0025	5.2961945861122e-06	0.0	0.00211847783444488
Acinetobacter sp. WCHA55	1	0.0025	5.100039231071007e-06	0.0	0.002040015692428403
Citrobacter sp. CRE-46	1	0.0025	4.93690024375945e-06	0.0	0.00197476009750378
Acinetobacter sp. WY4	1	0.0025	4.903883876029815e-06	0.0	0.001961553550411926
Desulfotomaculum nigrificans	1	0.0025	4.794553387351969e-06	0.0	0.0019178213549407874
Brevundimonas vesicularis	1	0.0025	4.707728520988623e-06	0.0	0.0018830914083954491
Comamonas thiooxydans	1	0.0025	4.707728520988623e-06	0.0	0.0018830914083954491
Rhodococcus erythropolis	1	0.0025	4.702511864799166e-06	0.0	0.0018810047459196667
Helcococcus kunzii	1	0.0025	4.630165528417641e-06	0.0	0.0018520662113670565
Flavobacterium sp. SLB02	1	0.0025	4.585493987907883e-06	0.0	0.001834197595163153
Massilia oculi	1	0.0025	4.51157316594743e-06	0.0	0.0018046292663789721
Sphingobium amiense	1	0.0025	4.4156608772446275e-06	0.0	0.001766264350897851
Bacillus sp. Y1	1	0.0025	4.412673197422999e-06	0.0	0.0017650692789691997
Rhodococcus sp. YL-1	1	0.0025	4.412673197422999e-06	0.0	0.0017650692789691997
Mycolicibacterium sp. YH-1	1	0.0025	4.333590138674884e-06	0.0	0.0017334360554699538
Citrus sinensis	1	0.0025	4.329499411841589e-06	0.0	0.0017317997647366358
Microbacterium sp. No. 7	1	0.0025	4.315417810906238e-06	0.0	0.0017261671243624952
Paraburkholderia caribensis	1	0.0025	4.315417810906238e-06	0.0	0.0017261671243624952
Pseudomonas fragi	1	0.0025	4.315417810906238e-06	0.0	0.0017261671243624952
Staphylococcus pseudoxylosus	1	0.0025	4.268433846510013e-06	0.0	0.0017073735386040052
Agtrevirus SKML39	1	0.0025	4.192039537551849e-06	0.0	0.0016768158150207398
Wujia chipingensis	1	0.0025	4.119262455865045e-06	0.0	0.001647704982346018
Curtobacterium sp. MR_MD2014	1	0.0025	4.075994655918118e-06	0.0	0.0016303978623672473
Kocuria sp. BT304	1	0.0025	4.051394837365435e-06	0.0	0.0016205579349461742
Simplicispira suum	1	0.0025	4.021184778344449e-06	0.0	0.0016084739113377794
Sphingobium xenophagum	1	0.0025	4.021184778344449e-06	0.0	0.0016084739113377794
Juglans regia	1	0.0025	3.971405877680699e-06	0.0	0.0015885623510722797
Pigmentiphaga aceris	1	0.0025	3.971405877680699e-06	0.0	0.0015885623510722797
Nocardia mangyaensis	1	0.0025	3.852080123266564e-06	0.0	0.0015408320493066256
Proteus mirabilis	1	0.0025	3.7733420695464967e-06	0.0	0.0015093368278185986
Acinetobacter sp. ACNIH2	1	0.0025	3.762009491839333e-06	0.0	0.0015048037967357332
Pseudomonas sp. C27(2019)	1	0.0025	3.7507722178095497e-06	0.0	0.0015003088871238198
Burkholderia mayonis	1	0.0025	3.6288740682620636e-06	0.0	0.0014515496273048254
Mycobacterium koreense	1	0.0025	3.6288740682620636e-06	0.0	0.0014515496273048254
Chelatococcus sp. CO-6	1	0.0025	3.5959150405139754e-06	0.0	0.0014383660162055902
Stenotrophomonas sp. SAU14A_NAIMI4_8	1	0.0025	3.5938623081971313e-06	0.0	0.0014375449232788525
Thermomonas sp. HDW16	1	0.0025	3.3346410357002744e-06	0.0	0.0013338564142801098
Acinetobacter sp. Z1	1	0.0025	3.309504898067249e-06	0.0	0.0013238019592268996
Paenibacillus sp. RUD330	1	0.0025	3.309504898067249e-06	0.0	0.0013238019592268996
Brochothrix thermosphacta	1	0.0025	3.283440139489595e-06	0.0	0.001313376055795838
Sorghum bicolor	1	0.0025	3.2423450260400832e-06	0.0	0.0012969380104160334
Pseudarthrobacter psychrotolerans	1	0.0025	3.236563358179678e-06	0.0	0.0012946253432718712
Sphingopyxis macrogoltabida	1	0.0025	3.236563358179678e-06	0.0	0.0012946253432718712
Alistipes onderdonkii	1	0.0025	3.138485680659082e-06	0.0	0.0012553942722636328
Microbacterium sp. cx-55	1	0.0025	3.138485680659082e-06	0.0	0.0012553942722636328
Rheinheimera sp.	1	0.0025	3.138485680659082e-06	0.0	0.0012553942722636328
Xanthomonas translucens	1	0.0025	3.138485680659082e-06	0.0	0.0012553942722636328
Acetivibrio thermocellus	1	0.0025	3.116459701778779e-06	0.0	0.0012465838807115116
Schlegelella thermodepolymerans	1	0.0025	3.116459701778779e-06	0.0	0.0012465838807115116
Hafnia alvei	1	0.0025	3.0888712381960994e-06	0.0	0.0012355484952784397
Burkholderia thailandensis	1	0.0025	3.0404080031384857e-06	0.0	0.0012161632012553942
Janibacter sp. YB324	1	0.0025	3.0404080031384857e-06	0.0	0.0012161632012553942
Janthinobacterium sp. 17J80-10	1	0.0025	3.0404080031384857e-06	0.0	0.0012161632012553942
Methylobacterium currus	1	0.0025	3.0404080031384857e-06	0.0	0.0012161632012553942
Sphingomonas bisphenolicum	1	0.0025	3.0404080031384857e-06	0.0	0.0012161632012553942
Sphingopyxis sp. BSN-002	1	0.0025	3.0404080031384857e-06	0.0	0.0012161632012553942
Pseudomonas sp. LPH1	1	0.0025	3.038546128024077e-06	0.0	0.0012154184512096309
Aquincola tertiaricarbonis	1	0.0025	2.942330325617889e-06	0.0	0.0011769321302471556
Pedobacter cryoconitis	1	0.0025	2.942330325617889e-06	0.0	0.0011769321302471556
Deinococcus peraridilitoris	1	0.0025	2.9236526577541424e-06	0.0	0.001169461063101657
Acidovorax monticola	1	0.0025	2.844252648097293e-06	0.0	0.0011377010592389172
Aliarcobacter cryaerophilus	1	0.0025	2.844252648097293e-06	0.0	0.0011377010592389172
Alistipes communis	1	0.0025	2.844252648097293e-06	0.0	0.0011377010592389172
Azoarcus sp. DD4	1	0.0025	2.844252648097293e-06	0.0	0.0011377010592389172
Collimonas arenae	1	0.0025	2.844252648097293e-06	0.0	0.0011377010592389172
Micrococcus sp. KD337-16	1	0.0025	2.844252648097293e-06	0.0	0.0011377010592389172
Paracoccus sp. MC1862	1	0.0025	2.844252648097293e-06	0.0	0.0011377010592389172
Sphingobium sp. SYK-6	1	0.0025	2.844252648097293e-06	0.0	0.0011377010592389172
Sphingopyxis sp. 113P3	1	0.0025	2.844252648097293e-06	0.0	0.0011377010592389172
Sphingobium sp. RSMS	1	0.0025	2.8215071188795e-06	0.0	0.0011286028475518
Sphingomonas sp. FARSPH	1	0.0025	2.77394080749983e-06	0.0	0.001109576322999932
Staphylococcus caprae	1	0.0025	2.77394080749983e-06	0.0	0.001109576322999932
Caballeronia sp. Lep1P3	1	0.0025	2.7461749705766966e-06	0.0	0.0010984699882306786
Quercus robur	1	0.0025	2.660718733724327e-06	0.0	0.0010642874934897308
Paracoccus kondratievae	1	0.0025	2.6370043630435826e-06	0.0	0.001054801745217433
Bradyrhizobium diazoefficiens	1	0.0025	2.615899746411601e-06	0.0	0.0010463598985646404
Aeromonas hydrophila	1	0.0025	2.5500196155355034e-06	0.0	0.0010200078462142014
Pseudomonas graminis	1	0.0025	2.5500196155355034e-06	0.0	0.0010200078462142014
Acinetobacter sp. YH16056_T	1	0.0025	2.499687539057618e-06	0.0	0.0009998750156230472
Corynebacterium aurimucosum	1	0.0025	2.473257898967415e-06	0.0	0.000989303159586966
Erwinia rhapontici	1	0.0025	2.4519419380149074e-06	0.0	0.000980776775205963
Paraburkholderia hospita	1	0.0025	2.4519419380149074e-06	0.0	0.000980776775205963
Qipengyuania flava	1	0.0025	2.4342745861733204e-06	0.0	0.0009737098344693281
Flavobacterium sp. F-70	1	0.0025	2.3538642604943115e-06	0.0	0.0009415457041977246
Lactobacillus crispatus	1	0.0025	2.3538642604943115e-06	0.0	0.0009415457041977246
Agromyces laixinhei	1	0.0025	2.255786582973715e-06	0.0	0.0009023146331894861
Shewanella xiamenensis	1	0.0025	2.2427364278272952e-06	0.0	0.000897094571130918
Faecalibacterium sp. I4384	1	0.0025	2.2158209616662974e-06	0.0	0.000886328384666519
Mycobacterium paragordonae	1	0.0025	2.2158209616662974e-06	0.0	0.000886328384666519
Shigella dysenteriae	1	0.0025	2.185606878747673e-06	0.0	0.0008742427514990691
Azospira sp. I09	1	0.0025	2.157708905453119e-06	0.0	0.0008630835621812476
Brevundimonas sp. M20	1	0.0025	2.157708905453119e-06	0.0	0.0008630835621812476
Burkholderia glumae	1	0.0025	2.157708905453119e-06	0.0	0.0008630835621812476
Butyricimonas faecalis	1	0.0025	2.157708905453119e-06	0.0	0.0008630835621812476
Caulobacter sp. S6	1	0.0025	2.157708905453119e-06	0.0	0.0008630835621812476
Ferribacterium limneticum	1	0.0025	2.157708905453119e-06	0.0	0.0008630835621812476
Paraburkholderia phymatum	1	0.0025	2.157708905453119e-06	0.0	0.0008630835621812476
Rhizobium sp. WYJ-E13	1	0.0025	2.157708905453119e-06	0.0	0.0008630835621812476
Sphingomonas sp. SUN039	1	0.0025	2.157708905453119e-06	0.0	0.0008630835621812476
Sphingomonas sp. S1-29	1	0.0025	2.1512194017345624e-06	0.0	0.0008604877606938249
Conexibacter woesei	1	0.0025	2.0596312279325223e-06	0.0	0.000823852491173009
Flavobacterium sp. N3904	1	0.0025	2.0596312279325223e-06	0.0	0.000823852491173009
Martelella endophytica	1	0.0025	2.0596312279325223e-06	0.0	0.000823852491173009
Martelella mediterranea	1	0.0025	2.0596312279325223e-06	0.0	0.000823852491173009
Rhodanobacter glycinis	1	0.0025	2.0596312279325223e-06	0.0	0.000823852491173009
Sphingomonas insulae	1	0.0025	2.037997327959059e-06	0.0	0.0008151989311836236
Alcaligenes faecalis	1	0.0025	2.0376851896245864e-06	0.0	0.0008150740758498346
Corynebacterium vitaeruminis	1	0.0025	2.0376851896245864e-06	0.0	0.0008150740758498346
Mycolicibacterium madagascariense	1	0.0025	2.0376851896245864e-06	0.0	0.0008150740758498346
Variovorax paradoxus	1	0.0025	2.0376851896245864e-06	0.0	0.0008150740758498346
Paracoccus sanguinis	1	0.0025	1.969618632592265e-06	0.0	0.0007878474530369059
Acinetobacter radioresistens	1	0.0025	1.9615535504119264e-06	0.0	0.0007846214201647705
Acinetobacter venetianus	1	0.0025	1.9615535504119264e-06	0.0	0.0007846214201647705
Azospira restricta	1	0.0025	1.9615535504119264e-06	0.0	0.0007846214201647705
Bacteroides eggerthii	1	0.0025	1.9615535504119264e-06	0.0	0.0007846214201647705
Comamonas odontotermitis	1	0.0025	1.9615535504119264e-06	0.0	0.0007846214201647705
Croceibacterium atlanticum	1	0.0025	1.9615535504119264e-06	0.0	0.0007846214201647705
Rheinheimera mangrovi	1	0.0025	1.9615535504119264e-06	0.0	0.0007846214201647705
Sphingomonas sp. LM7	1	0.0025	1.9615535504119264e-06	0.0	0.0007846214201647705
Cupriavidus taiwanensis	1	0.0025	1.9533510823011922e-06	0.0	0.000781340432920477
Bradyrhizobium sp. CB1015	1	0.0025	1.9178213549407875e-06	0.0	0.0007671285419763149
Pseudomonas sp. DTU12.3	1	0.0025	1.9178213549407875e-06	0.0	0.0007671285419763149
Cupriavidus neocaledonicus	1	0.0025	1.8772927591895021e-06	0.0	0.0007509171036758008
Spiroplasma gladiatoris	1	0.0025	1.86347587289133e-06	0.0	0.000745390349156532
Brevibacillus sp. BB3-R1	1	0.0025	1.7979575202569877e-06	0.0	0.0007191830081027951
Kribbella flavida	1	0.0025	1.7979575202569877e-06	0.0	0.0007191830081027951
Pseudomonas sp. S09G 359	1	0.0025	1.7979575202569877e-06	0.0	0.0007191830081027951
Rhodococcus qingshengii	1	0.0025	1.7979575202569877e-06	0.0	0.0007191830081027951
Aquirufa lenticrescens	1	0.0025	1.7653981953707338e-06	0.0	0.0007061592781482935
Phascolarctobacterium faecium	1	0.0025	1.7653981953707338e-06	0.0	0.0007061592781482935
Priestia megaterium	1	0.0025	1.7653981953707338e-06	0.0	0.0007061592781482935
Proteiniphilum saccharofermentans	1	0.0025	1.7653981953707338e-06	0.0	0.0007061592781482935
Pseudomonas sp. OE 28.3	1	0.0025	1.7653981953707338e-06	0.0	0.0007061592781482935
Sphingomonas taxi	1	0.0025	1.7549421435203008e-06	0.0	0.0007019768574081203
Exiguobacterium acetylicum	1	0.0025	1.7541915946524854e-06	0.0	0.0007016766378609942
Rockefellervirus IPLA5	1	0.0025	1.7363120731566154e-06	0.0	0.0006945248292626461
Anoxybacillus flavithermus	1	0.0025	1.6780936855731888e-06	0.0	0.0006712374742292755
Bifidobacterium subtile	1	0.0025	1.6780936855731888e-06	0.0	0.0006712374742292755
Sphingomonas sp. PAMC26645	1	0.0025	1.6673205178501372e-06	0.0	0.0006669282071400549
Clostridium sp. C1	1	0.0025	1.6639657367750899e-06	0.0	0.0006655862947100359
Dioscorea cayenensis	1	0.0025	1.6417200697447975e-06	0.0	0.000656688027897919
Methylobacterium sp. WL1	1	0.0025	1.6417200697447975e-06	0.0	0.000656688027897919
Chryseobacterium sp. SNU WT5	1	0.0025	1.631090430115469e-06	0.0	0.0006524361720461876
Stenotrophomonas acidaminiphila	1	0.0025	1.631090430115469e-06	0.0	0.0006524361720461876
Bosea sp. PAMC 26642	1	0.0025	1.5916194003935641e-06	0.0	0.0006366477601574257
Ligilactobacillus agilis	1	0.0025	1.5916194003935641e-06	0.0	0.0006366477601574257
[Ruminococcus] torques	1	0.0025	1.5916194003935641e-06	0.0	0.0006366477601574257
Brenneria rubrifaciens	1	0.0025	1.5695398478469607e-06	0.0	0.0006278159391387843
Acinetobacter sp. WCHAc010034	1	0.0025	1.569242840329541e-06	0.0	0.0006276971361318164
Chryseobacterium sp. ZHDP1	1	0.0025	1.569242840329541e-06	0.0	0.0006276971361318164
Flavobacterium sp. F-340	1	0.0025	1.569242840329541e-06	0.0	0.0006276971361318164
Lysobacter maris	1	0.0025	1.569242840329541e-06	0.0	0.0006276971361318164
Pandoraea sputorum	1	0.0025	1.569242840329541e-06	0.0	0.0006276971361318164
Paraburkholderia edwinii	1	0.0025	1.569242840329541e-06	0.0	0.0006276971361318164
Pseudomonas agarici	1	0.0025	1.569242840329541e-06	0.0	0.0006276971361318164
Sphaerochaeta associata	1	0.0025	1.569242840329541e-06	0.0	0.0006276971361318164
Polynucleobacter sp. MWH-S4W17	1	0.0025	1.5582298508893895e-06	0.0	0.0006232919403557558
Psychrobacter sp. YP14	1	0.0025	1.5582298508893895e-06	0.0	0.0006232919403557558
Sphingobacterium multivorum	1	0.0025	1.5582298508893895e-06	0.0	0.0006232919403557558
Shewanella baltica	1	0.0025	1.5284979959692942e-06	0.0	0.0006113991983877177
Sphingomonas sp. NBWT7	1	0.0025	1.5284979959692942e-06	0.0	0.0006113991983877177
Acinetobacter haemolyticus	1	0.0025	1.5192730640120386e-06	0.0	0.0006077092256048154
Microbacterium sp. YJN-G	1	0.0025	1.5192730640120386e-06	0.0	0.0006077092256048154
Peptoniphilus sp. SAHP1	1	0.0025	1.5192730640120386e-06	0.0	0.0006077092256048154
Mesorhizobium opportunistum	1	0.0025	1.4711651628089445e-06	0.0	0.0005884660651235778
Paraburkholderia caffeinilytica	1	0.0025	1.4711651628089445e-06	0.0	0.0005884660651235778
Sphingobium sp. Cam5-1	1	0.0025	1.4711651628089445e-06	0.0	0.0005884660651235778
Denitratisoma sp. DHT3	1	0.0025	1.446926727630513e-06	0.0	0.0005787706910522052
Sphingomonas profundi	1	0.0025	1.4383660162055904e-06	0.0	0.0005753464064822361
Deinococcus radiodurans	1	0.0025	1.4152759221937911e-06	0.0	0.0005661103688775164
Sphingomonas morindae	1	0.0025	1.4152759221937911e-06	0.0	0.0005661103688775164
Synechococcus elongatus	1	0.0025	1.3848881010414358e-06	0.0	0.0005539552404165743
Serratia phage KpZh_1	1	0.0025	1.383661722382112e-06	0.0	0.0005534646889528448
Human alphaherpesvirus 3	1	0.0025	1.3802514661916516e-06	0.0	0.0005521005864766607
Coprococcus comes	1	0.0025	1.3745803912489873e-06	0.0	0.000549832156499595
Eubacterium limosum	1	0.0025	1.3745803912489873e-06	0.0	0.000549832156499595
Citromicrobium sp. JL477	1	0.0025	1.3730874852883483e-06	0.0	0.0005492349941153393
Duganella dendranthematis	1	0.0025	1.3730874852883483e-06	0.0	0.0005492349941153393
Flavobacterium sp. Sr18	1	0.0025	1.3730874852883483e-06	0.0	0.0005492349941153393
Larkinella sp. IE-0392	1	0.0025	1.3730874852883483e-06	0.0	0.0005492349941153393
Parabacteroides merdae	1	0.0025	1.3730874852883483e-06	0.0	0.0005492349941153393
Paracoccus zhejiangensis	1	0.0025	1.3730874852883483e-06	0.0	0.0005492349941153393
Sphingomonas koreensis	1	0.0025	1.3730874852883483e-06	0.0	0.0005492349941153393
Thermomonas aquatica	1	0.0025	1.3730874852883483e-06	0.0	0.0005492349941153393
Undibacterium sp. KW1	1	0.0025	1.3730874852883483e-06	0.0	0.0005492349941153393
Weissella cibaria	1	0.0025	1.3730874852883483e-06	0.0	0.0005492349941153393
Brevundimonas albigilva	1	0.0025	1.3541128099071819e-06	0.0	0.0005416451239628727
Mycolicibacterium fluoranthenivorans	1	0.0025	1.3541128099071819e-06	0.0	0.0005416451239628727
Photorhabdus thracensis	1	0.0025	1.3541128099071819e-06	0.0	0.0005416451239628727
Corynebacterium endometrii	1	0.0025	1.3525629134978047e-06	0.0	0.0005410251653991219
Brevundimonas vitisensis	1	0.0025	1.3185021815217913e-06	0.0	0.0005274008726087165
Candidatus Saccharimonas aalborgensis	1	0.0025	1.3185021815217913e-06	0.0	0.0005274008726087165
Paenibacillus sp. 32O-W	1	0.0025	1.3185021815217913e-06	0.0	0.0005274008726087165
Pseudoxanthomonas suwonensis	1	0.0025	1.3185021815217913e-06	0.0	0.0005274008726087165
Sphingomonas daechungensis	1	0.0025	1.3185021815217913e-06	0.0	0.0005274008726087165
Sphingomonas sp. R1	1	0.0025	1.3185021815217913e-06	0.0	0.0005274008726087165
Mycobacteroides chelonae	1	0.0025	1.3022340548674618e-06	0.0	0.0005208936219469847
Flavobacterium sp. CECT 9288	1	0.0025	1.2925622276386736e-06	0.0	0.0005170248910554695
Marinagarivorans sp. GE09	1	0.0025	1.2750098077677517e-06	0.0	0.0005100039231071007
Micromonospora aurantiaca	1	0.0025	1.2750098077677517e-06	0.0	0.0005100039231071007
Paenibacillus sp. B01	1	0.0025	1.2750098077677517e-06	0.0	0.0005100039231071007
Paraburkholderia pallida	1	0.0025	1.2750098077677517e-06	0.0	0.0005100039231071007
Ruthenibacterium lactatiformans	1	0.0025	1.2750098077677517e-06	0.0	0.0005100039231071007
Tolumonas auensis	1	0.0025	1.2750098077677517e-06	0.0	0.0005100039231071007
Pontibacter akesuensis	1	0.0025	1.249843769528809e-06	0.0	0.0004999375078115236
Ruminococcus sp. FMBCY1	1	0.0025	1.249843769528809e-06	0.0	0.0004999375078115236
Aerococcus viridans	1	0.0025	1.1986383468379922e-06	0.0	0.00047945533873519684
Aquisediminimonas profunda	1	0.0025	1.1769321302471557e-06	0.0	0.0004707728520988623
Azospirillum thermophilum	1	0.0025	1.1769321302471557e-06	0.0	0.0004707728520988623
Herminiimonas arsenitoxidans	1	0.0025	1.1769321302471557e-06	0.0	0.0004707728520988623
Janibacter melonis	1	0.0025	1.1769321302471557e-06	0.0	0.0004707728520988623
Psychrobacter cryohalolentis	1	0.0025	1.1769321302471557e-06	0.0	0.0004707728520988623
Yarrowia lipolytica	1	0.0025	1.1769321302471557e-06	0.0	0.0004707728520988623
Staphylococcus roterodami	1	0.0025	1.16122908525441e-06	0.0	0.000464491634101764
Flavobacterium sp. N2820	1	0.0025	1.1575413821044103e-06	0.0	0.00046301655284176413
Stenotrophomonas sp. ZAC14D2_NAIMI4_7	1	0.0025	1.0937841807556487e-06	0.0	0.0004375136723022595
Pseudomonas furukawaii	1	0.0025	1.0851950457228845e-06	0.0	0.00043407801828915384
Endozoicomonas sp. 4G	1	0.0025	1.0788544527265596e-06	0.0	0.0004315417810906238
Fluviibacter phosphoraccumulans	1	0.0025	1.0788544527265596e-06	0.0	0.0004315417810906238
Novosphingobium sp. PP1Y	1	0.0025	1.0788544527265596e-06	0.0	0.0004315417810906238
Serratia proteamaculans	1	0.0025	1.0788544527265596e-06	0.0	0.0004315417810906238
Sphingosinithalassobacter tenebrarum	1	0.0025	1.0788544527265596e-06	0.0	0.0004315417810906238
Vallitalea pronyensis	1	0.0025	1.0788544527265596e-06	0.0	0.0004315417810906238
Brachybacterium avium	1	0.0025	1.0787745121541928e-06	0.0	0.00043150980486167715
Comamonas testosteroni	1	0.0025	1.0787745121541928e-06	0.0	0.00043150980486167715
Enterocloster bolteae	1	0.0025	1.0787745121541928e-06	0.0	0.00043150980486167715
Lactobacillus amylovorus	1	0.0025	1.0787745121541928e-06	0.0	0.00043150980486167715
Wolinella succinogenes	1	0.0025	1.0787745121541928e-06	0.0	0.00043150980486167715
Corynebacterium deserti	1	0.0025	1.0463598985646405e-06	0.0	0.0004185439594258562
Polaromonas naphthalenivorans	1	0.0025	1.0128487093413588e-06	0.0	0.00040513948373654355
Ziziphus jujuba	1	0.0025	1.0128487093413588e-06	0.0	0.00040513948373654355
Acetivibrio clariflavus	1	0.0025	9.848093162961325e-07	0.0	0.00039392372651845294
Corynebacterium stationis	1	0.0025	9.848093162961325e-07	0.0	0.00039392372651845294
Aquabacter sp. L1I39	1	0.0025	9.807767752059632e-07	0.0	0.00039231071008238524
Corynebacterium coyleae	1	0.0025	9.807767752059632e-07	0.0	0.00039231071008238524
Deinococcus ficus	1	0.0025	9.807767752059632e-07	0.0	0.00039231071008238524
