batch	job_id	run	status	total_reads	classified_reads	unclassified_reads	classified_pct	kraken_species_count	bracken_species_count	top_species	top_species_fraction	top_pathogen	top_pathogen_fraction	top_pathogen_reads	clinical_pathogen_hits	second_stage_priority	second_stage_reason	error
20260724T170118Z-prjna1056765-production-descriptive-batch-011	20260724T170118Z-prjna1056765-production-descriptive-batch-011	SRR27343686	done	355452	4123	351329	1.1599	53	7	Homo sapiens	0.34601							
20260724T170118Z-prjna1056765-production-descriptive-batch-011	20260724T170118Z-prjna1056765-production-descriptive-batch-011	SRR27343709	done	359766	5672	354094	1.5766	26	4	Homo sapiens	0.34397							
20260724T170118Z-prjna1056765-production-descriptive-batch-011	20260724T170118Z-prjna1056765-production-descriptive-batch-011	SRR27343711	done	369933	6702	363231	1.8117	39	7	Toxoplasma gondii	0.44987	Prevotella melaninogenica	0.19644	1303.0	Prevotella melaninogenica;Prevotella intermedia;Prevotella jejuni	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-011	20260724T170118Z-prjna1056765-production-descriptive-batch-011	SRR27343713	done	338720	5565	333155	1.6429	44	4	Arabidopsis thaliana	0.53828							
20260724T170118Z-prjna1056765-production-descriptive-batch-011	20260724T170118Z-prjna1056765-production-descriptive-batch-011	SRR27343718	done	342869	2883	339986	0.8408	46	7	Homo sapiens	0.47434	Streptococcus sanguinis	0.01238	34.0	Streptococcus sanguinis;Veillonella parvula;Rothia mucilaginosa	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-011	20260724T170118Z-prjna1056765-production-descriptive-batch-011	SRR27343721	done	349989	11612	338377	3.3178	22	4	Pseudomonas aeruginosa	0.75639	Pseudomonas aeruginosa	0.75639	8765.0	Pseudomonas aeruginosa	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-011	20260724T170118Z-prjna1056765-production-descriptive-batch-011	SRR27343722	done	340437	4982	335455	1.4634	38	6	Arabidopsis thaliana	0.33537	Klebsiella pneumoniae	0.04945	243.0	Klebsiella pneumoniae;Rothia mucilaginosa	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-011	20260724T170118Z-prjna1056765-production-descriptive-batch-011	SRR27343728	done	366866	6684	360182	1.8219	33	3	Arabidopsis thaliana	0.62821							
20260724T170118Z-prjna1056765-production-descriptive-batch-011	20260724T170118Z-prjna1056765-production-descriptive-batch-011	SRR27343732	done	379525	8658	370867	2.2813	124	30	Toxoplasma gondii	0.21304	Streptococcus mitis	0.12613	1058.0	Streptococcus mitis;Streptococcus oralis;Streptococcus pneumoniae;Streptococcus toyakuensis;Streptococcus gwangjuense	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-011	20260724T170118Z-prjna1056765-production-descriptive-batch-011	SRR27343740	done	352085	5755	346330	1.6345	31	3	Arabidopsis thaliana	0.46208							
20260724T170118Z-prjna1056765-production-descriptive-batch-011	20260724T170118Z-prjna1056765-production-descriptive-batch-011	SRR27343754	done	342996	10142	332854	2.9569	64	6	Arabidopsis thaliana	0.74061	Prevotella melaninogenica	0.00644	64.0	Prevotella melaninogenica;Rothia mucilaginosa	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-011	20260724T170118Z-prjna1056765-production-descriptive-batch-011	SRR27343755	done	367461	4693	362768	1.2771	31	4	Arabidopsis thaliana	0.49498							
20260724T170118Z-prjna1056765-production-descriptive-batch-011	20260724T170118Z-prjna1056765-production-descriptive-batch-011	SRR27343760	done	392265	7457	384808	1.901	37	4	Arabidopsis thaliana	0.39364							
20260724T170118Z-prjna1056765-production-descriptive-batch-011	20260724T170118Z-prjna1056765-production-descriptive-batch-011	SRR27343779	done	394663	9363	385300	2.3724	135	10	Arabidopsis thaliana	0.63468	Acinetobacter baumannii	0.02294	208.0	Acinetobacter baumannii;Acinetobacter nosocomialis	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-011	20260724T170118Z-prjna1056765-production-descriptive-batch-011	SRR27343787	done	393131	4754	388377	1.2093	35	4	Arabidopsis thaliana	0.34973							
20260724T170118Z-prjna1056765-production-descriptive-batch-011	20260724T170118Z-prjna1056765-production-descriptive-batch-011	SRR27343800	done	365532	3732	361800	1.021	22	5	Homo sapiens	0.36275							
20260724T170118Z-prjna1056765-production-descriptive-batch-011	20260724T170118Z-prjna1056765-production-descriptive-batch-011	SRR27343822	done	371090	5516	365574	1.4864	26	4	Toxoplasma gondii	0.41377							
20260724T170118Z-prjna1056765-production-descriptive-batch-011	20260724T170118Z-prjna1056765-production-descriptive-batch-011	SRR27343934	done	356531	5107	351424	1.4324	72	12	Homo sapiens	0.41884	Klebsiella variicola	0.00424	21.0	Klebsiella variicola	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-012	20260724T170118Z-prjna1056765-production-descriptive-batch-012	SRR27343313	done	405489	9081	396408	2.2395	34	5	Arabidopsis thaliana	0.45371	Prevotella melaninogenica	0.00355	32.0	Prevotella melaninogenica	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-012	20260724T170118Z-prjna1056765-production-descriptive-batch-012	SRR27343458	done	432380	4665	427715	1.0789	81	17	Homo sapiens	0.23804	Prevotella intermedia	0.1692	757.0	Prevotella intermedia;Prevotella oris;Prevotella enoeca;Rothia mucilaginosa;Prevotella nigrescens	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-012	20260724T170118Z-prjna1056765-production-descriptive-batch-012	SRR27343468	done	373043	8141	364902	2.1823	117	26	Pyramidobacter piscolens	0.23892	Prevotella fusca	0.05292	418.0	Prevotella fusca;Prevotella intermedia;Streptococcus anginosus;Prevotella nigrescens;Streptococcus equi	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-012	20260724T170118Z-prjna1056765-production-descriptive-batch-012	SRR27343516	done	432452	16157	416295	3.7361	22	4	Arabidopsis thaliana	0.85295							
20260724T170118Z-prjna1056765-production-descriptive-batch-012	20260724T170118Z-prjna1056765-production-descriptive-batch-012	SRR27343577	done	444648	31193	413455	7.0152	71	14	Corynebacterium striatum	0.52112	Staphylococcus aureus	0.10826	3362.0	Staphylococcus aureus	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-012	20260724T170118Z-prjna1056765-production-descriptive-batch-012	SRR27343601	done	357014	4647	352367	1.3016	41	4	Haemophilus influenzae	0.41463	Haemophilus influenzae	0.41463	1899.0	Haemophilus influenzae	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-012	20260724T170118Z-prjna1056765-production-descriptive-batch-012	SRR27343704	done	376468	6736	369732	1.7893	55	7	Arabidopsis thaliana	0.62132	Streptococcus salivarius	0.02646	175.0	Streptococcus salivarius;Veillonella parvula;Veillonella atypica	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-012	20260724T170118Z-prjna1056765-production-descriptive-batch-012	SRR27343705	done	404729	7805	396924	1.9285	64	11	Homo sapiens	0.45985							
20260724T170118Z-prjna1056765-production-descriptive-batch-012	20260724T170118Z-prjna1056765-production-descriptive-batch-012	SRR27343707	done	408547	12348	396199	3.0224	67	8	Arabidopsis thaliana	0.69002	Rothia mucilaginosa	0.00617	75.0	Rothia mucilaginosa;Streptococcus infantis;Cryptococcus neoformans	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-012	20260724T170118Z-prjna1056765-production-descriptive-batch-012	SRR27343719	done	403293	13796	389497	3.4208	59	7	Haemophilus influenzae	0.54664	Haemophilus influenzae	0.54664	7449.0	Haemophilus influenzae;Rothia mucilaginosa;Haemophilus parainfluenzae	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-012	20260724T170118Z-prjna1056765-production-descriptive-batch-012	SRR27343720	done	360076	4550	355526	1.2636	29	3	Toxoplasma gondii	0.37539							
20260724T170118Z-prjna1056765-production-descriptive-batch-012	20260724T170118Z-prjna1056765-production-descriptive-batch-012	SRR27343731	done	377860	6954	370906	1.8404	66	8	Arabidopsis thaliana	0.37871	Rothia mucilaginosa	0.0124	84.0	Rothia mucilaginosa;Haemophilus parainfluenzae;Prevotella nigrescens	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-012	20260724T170118Z-prjna1056765-production-descriptive-batch-012	SRR27343739	done	435878	5504	430374	1.2627	99	15	Homo sapiens	0.31901	Streptococcus mitis	0.0147	78.0	Streptococcus mitis;Acinetobacter junii;Haemophilus parainfluenzae;Rothia mucilaginosa;Staphylococcus hominis	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-012	20260724T170118Z-prjna1056765-production-descriptive-batch-012	SRR27343744	done	410543	5532	405011	1.3475	48	11	Burkholderia cenocepacia	0.45745	Burkholderia cenocepacia	0.45745	2494.0	Burkholderia cenocepacia;Burkholderia aenigmatica;Burkholderia cepacia;Burkholderia contaminans	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-012	20260724T170118Z-prjna1056765-production-descriptive-batch-012	SRR27343804	done	405355	6697	398658	1.6521	78	16	Homo sapiens	0.28149	Rothia mucilaginosa	0.01531	100.0	Rothia mucilaginosa;Veillonella parvula;Prevotella jejuni;Candida albicans;Prevotella melaninogenica	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-012	20260724T170118Z-prjna1056765-production-descriptive-batch-012	SRR27343807	done	378411	6772	371639	1.7896	16	4	Arabidopsis thaliana	0.61015	Cryptococcus neoformans	0.00282	19.0	Cryptococcus neoformans	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-012	20260724T170118Z-prjna1056765-production-descriptive-batch-012	SRR27344029	done	368981	4896	364085	1.3269	25	7	Arabidopsis thaliana	0.43623	Staphylococcus haemolyticus	0.01294	62.0	Staphylococcus haemolyticus;Cryptococcus neoformans	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-012	20260724T170118Z-prjna1056765-production-descriptive-batch-012	SRR27344035	done	335884	7129	328755	2.1225	28	5	Haemophilus influenzae	0.68527	Haemophilus influenzae	0.68527	4851.0	Haemophilus influenzae;Haemophilus haemolyticus	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-012	20260724T170118Z-prjna1056765-production-descriptive-batch-012	SRR27344041	done	335357	4206	331151	1.2542	25	5	Haemophilus influenzae	0.40441	Haemophilus influenzae	0.40441	1686.0	Haemophilus influenzae	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-012	20260724T170118Z-prjna1056765-production-descriptive-batch-012	SRR27344045	done	370064	2000	368064	0.5404	30	4	Homo sapiens	0.44615	Haemophilus influenzae	0.08627	169.0	Haemophilus influenzae	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-013	20260724T170118Z-prjna1056765-production-descriptive-batch-013	SRR27343304	done	410283	5654	404629	1.3781	24	4	Toxoplasma gondii	0.52789							
20260724T170118Z-prjna1056765-production-descriptive-batch-013	20260724T170118Z-prjna1056765-production-descriptive-batch-013	SRR27343307	done	419897	6020	413877	1.4337	29	3	Homo sapiens	0.39594							
20260724T170118Z-prjna1056765-production-descriptive-batch-013	20260724T170118Z-prjna1056765-production-descriptive-batch-013	SRR27343471	done	476290	9883	466407	2.075	171	44	Arabidopsis thaliana	0.29229	Rothia mucilaginosa	0.04153	395.0	Rothia mucilaginosa;Streptococcus mitis;Haemophilus parainfluenzae;Streptococcus parasanguinis;Streptococcus salivarius	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-013	20260724T170118Z-prjna1056765-production-descriptive-batch-013	SRR27343491	done	477007	8011	468996	1.6794	80	8	Homo sapiens	0.37769	Prevotella jejuni	0.00331	26.0	Prevotella jejuni;Rothia mucilaginosa	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-013	20260724T170118Z-prjna1056765-production-descriptive-batch-013	SRR27343706	done	447529	9362	438167	2.0919	79	10	Arabidopsis thaliana	0.59369	Prevotella melaninogenica	0.00675	62.0	Prevotella melaninogenica;Rothia mucilaginosa;Veillonella rogosae;Haemophilus parainfluenzae;Prevotella jejuni	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-013	20260724T170118Z-prjna1056765-production-descriptive-batch-013	SRR27343723	done	411120	4256	406864	1.0352	23	3	Homo sapiens	0.4751							
20260724T170118Z-prjna1056765-production-descriptive-batch-013	20260724T170118Z-prjna1056765-production-descriptive-batch-013	SRR27343733	done	446993	5897	441096	1.3193	35	5	Homo sapiens	0.38512							
20260724T170118Z-prjna1056765-production-descriptive-batch-013	20260724T170118Z-prjna1056765-production-descriptive-batch-013	SRR27343777	done	470924	5876	465048	1.2478	113	15	Arabidopsis thaliana	0.43099	Acinetobacter baumannii	0.02675	150.0	Acinetobacter baumannii;Streptococcus intermedius;Acinetobacter nosocomialis;Prevotella melaninogenica;Haemophilus parainfluenzae	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-013	20260724T170118Z-prjna1056765-production-descriptive-batch-013	SRR27343790	done	465427	7333	458094	1.5755	30	7	Homo sapiens	0.36891	Cryptococcus neoformans	0.0273	199.0	Cryptococcus neoformans	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-013	20260724T170118Z-prjna1056765-production-descriptive-batch-013	SRR27343814	done	402674	9330	393344	2.317	41	4	Arabidopsis thaliana	0.67666							
20260724T170118Z-prjna1056765-production-descriptive-batch-013	20260724T170118Z-prjna1056765-production-descriptive-batch-013	SRR27343826	done	466893	6113	460780	1.3093	78	18	Arabidopsis thaliana	0.76318	Prevotella melaninogenica	0.02535	149.0	Prevotella melaninogenica;Rothia mucilaginosa;Streptococcus rubneri;Streptococcus ilei;Haemophilus parainfluenzae	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-013	20260724T170118Z-prjna1056765-production-descriptive-batch-013	SRR27343829	done	445850	5355	440495	1.2011	17	4	Homo sapiens	0.50799							
20260724T170118Z-prjna1056765-production-descriptive-batch-013	20260724T170118Z-prjna1056765-production-descriptive-batch-013	SRR27343832	done	404103	6714	397389	1.6615	19	3	Toxoplasma gondii	0.38242							
20260724T170118Z-prjna1056765-production-descriptive-batch-013	20260724T170118Z-prjna1056765-production-descriptive-batch-013	SRR27343839	done	469700	24466	445234	5.2089	94	33	Streptococcus mitis	0.35363	Streptococcus mitis	0.35363	8601.0	Streptococcus mitis;Rothia mucilaginosa;Streptococcus pneumoniae;Streptococcus gwangjuense;Streptococcus oralis	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-013	20260724T170118Z-prjna1056765-production-descriptive-batch-013	SRR27343844	done	455815	2666	453149	0.5849	20	4	Homo sapiens	0.61506							
20260724T170118Z-prjna1056765-production-descriptive-batch-013	20260724T170118Z-prjna1056765-production-descriptive-batch-013	SRR27343847	done	491316	4775	486541	0.9719	43	6	Homo sapiens	0.43152	Stenotrophomonas maltophilia	0.25261	1186.0	Stenotrophomonas maltophilia	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-013	20260724T170118Z-prjna1056765-production-descriptive-batch-013	SRR27343861	done	414322	9369	404953	2.2613	27	4	Pseudomonas aeruginosa	0.73339	Pseudomonas aeruginosa	0.73339	6844.0	Pseudomonas aeruginosa	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-013	20260724T170118Z-prjna1056765-production-descriptive-batch-013	SRR27343912	done	395661	5269	390392	1.3317	53	6	Homo sapiens	0.35601	Prevotella melaninogenica	0.0154	79.0	Prevotella melaninogenica	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-013	20260724T170118Z-prjna1056765-production-descriptive-batch-013	SRR27344023	done	466754	13671	453083	2.929	241	72	Prevotella intermedia	0.12771	Prevotella intermedia	0.12771	1684.0	Prevotella intermedia;Prevotella melaninogenica;Haemophilus parainfluenzae;Streptococcus mitis;Prevotella nigrescens	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-013	20260724T170118Z-prjna1056765-production-descriptive-batch-013	SRR27344034	done	386423	4056	382367	1.0496	51	11	Toxoplasma gondii	0.46048	Prevotella jejuni	0.01372	54.0	Prevotella jejuni;Prevotella intermedia	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-014	20260724T170118Z-prjna1056765-production-descriptive-batch-014	SRR27343267	done	494228	18138	476090	3.67	138	15	Arabidopsis thaliana	0.76072	Streptococcus salivarius	0.00388	69.0	Streptococcus salivarius;Prevotella jejuni;Streptococcus mitis;Prevotella melaninogenica;Veillonella parvula	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-014	20260724T170118Z-prjna1056765-production-descriptive-batch-014	SRR27343288	done	512597	7608	504989	1.4842	190	41	Homo sapiens	0.24528	Streptococcus mitis	0.08375	603.0	Streptococcus mitis;Streptococcus pneumoniae;Prevotella jejuni;Streptococcus oralis;Prevotella melaninogenica	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-014	20260724T170118Z-prjna1056765-production-descriptive-batch-014	SRR27343401	done	478718	7042	471676	1.471	77	16	Homo sapiens	0.31464	Streptococcus constellatus	0.05548	380.0	Streptococcus constellatus	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-014	20260724T170118Z-prjna1056765-production-descriptive-batch-014	SRR27343467	done	471852	7113	464739	1.5075	41	5	Arabidopsis thaliana	0.42501	Haemophilus parahaemolyticus	0.01097	77.0	Haemophilus parahaemolyticus	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-014	20260724T170118Z-prjna1056765-production-descriptive-batch-014	SRR27343497	done	543543	15566	527977	2.8638	284	37	Arabidopsis thaliana	0.41377	Mycobacterium tuberculosis	0.16112	2401.0	Mycobacterium tuberculosis;Acinetobacter sp. NyZ410;Staphylococcus epidermidis;Acinetobacter guillouiae;Acinetobacter johnsonii	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-014	20260724T170118Z-prjna1056765-production-descriptive-batch-014	SRR27343523	done	516671	27425	489246	5.308	40	8	Streptococcus pneumoniae	0.60404	Streptococcus pneumoniae	0.60404	16517.0	Streptococcus pneumoniae;Haemophilus influenzae;Streptococcus mitis	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-014	20260724T170118Z-prjna1056765-production-descriptive-batch-014	SRR27343624	done	482426	7449	474977	1.5441	26	5	Toxoplasma gondii	0.42955	Staphylococcus aureus	0.10233	759.0	Staphylococcus aureus	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-014	20260724T170118Z-prjna1056765-production-descriptive-batch-014	SRR27343699	done	496393	17942	478451	3.6145	40	6	Arabidopsis thaliana	0.78348	Streptococcus pseudopneumoniae	0.00437	78.0	Streptococcus pseudopneumoniae	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-014	20260724T170118Z-prjna1056765-production-descriptive-batch-014	SRR27343734	done	508725	15520	493205	3.0508	104	23	Streptococcus pneumoniae	0.23604	Streptococcus pneumoniae	0.23604	3613.0	Streptococcus pneumoniae;Streptococcus mitis;Streptococcus pseudopneumoniae;Streptococcus oralis;Streptococcus gwangjuense	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-014	20260724T170118Z-prjna1056765-production-descriptive-batch-014	SRR27343806	done	492998	4426	488572	0.8978	63	12	Homo sapiens	0.52303	Acinetobacter sp. C32I	0.04027	174.0	Acinetobacter sp. C32I;Acinetobacter dispersus;Acinetobacter gyllenbergii;Staphylococcus epidermidis;Acinetobacter colistiniresistens	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-014	20260724T170118Z-prjna1056765-production-descriptive-batch-014	SRR27343850	done	431207	19376	411831	4.4934	45	5	Arabidopsis thaliana	0.89324							
20260724T170118Z-prjna1056765-production-descriptive-batch-014	20260724T170118Z-prjna1056765-production-descriptive-batch-014	SRR27343854	done	433661	7295	426366	1.6822	27	6	Arabidopsis thaliana	0.43458	Staphylococcus aureus	0.10782	782.0	Staphylococcus aureus;Stenotrophomonas maltophilia	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-014	20260724T170118Z-prjna1056765-production-descriptive-batch-014	SRR27343862	done	431201	3579	427622	0.83	33	5	Homo sapiens	0.44128	Pseudomonas aeruginosa	0.13797	484.0	Pseudomonas aeruginosa;Rothia mucilaginosa	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-014	20260724T170118Z-prjna1056765-production-descriptive-batch-014	SRR27343865	done	425260	5816	419444	1.3676	34	7	Arabidopsis thaliana	0.42636	Haemophilus influenzae	0.02469	142.0	Haemophilus influenzae;Prevotella melaninogenica	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-014	20260724T170118Z-prjna1056765-production-descriptive-batch-014	SRR27343867	done	450392	21172	429220	4.7008	84	10	Pseudomonas aeruginosa	0.87305	Pseudomonas aeruginosa	0.87305	18341.0	Pseudomonas aeruginosa;Prevotella melaninogenica;Prevotella histicola;Prevotella jejuni;Rothia mucilaginosa	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-014	20260724T170118Z-prjna1056765-production-descriptive-batch-014	SRR27343868	done	455408	20394	435014	4.4782	39	6	Acinetobacter baumannii	0.80919	Acinetobacter baumannii	0.80919	16454.0	Acinetobacter baumannii;Acinetobacter lwoffii	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-014	20260724T170118Z-prjna1056765-production-descriptive-batch-014	SRR27343887	done	465919	5102	460817	1.095	52	11	Homo sapiens	0.46968	Prevotella intermedia	0.00889	44.0	Prevotella intermedia	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-014	20260724T170118Z-prjna1056765-production-descriptive-batch-014	SRR27343982	done	481647	18925	462722	3.9292	71	17	Porphyromonas endodontalis	0.78389	Prevotella nigrescens	0.00935	176.0	Prevotella nigrescens;Prevotella intermedia;Streptococcus equi	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-014	20260724T170118Z-prjna1056765-production-descriptive-batch-014	SRR27344021	done	486917	20474	466443	4.2048	38	5	Arabidopsis thaliana	0.83447							
20260724T170118Z-prjna1056765-production-descriptive-batch-014	20260724T170118Z-prjna1056765-production-descriptive-batch-014	SRR27344046	done	439809	5117	434692	1.1635	28	5	Homo sapiens	0.33623	Burkholderia multivorans	0.08623	437.0	Burkholderia multivorans	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-015	20260724T170118Z-prjna1056765-production-descriptive-batch-015	SRR27343191	done	548527	5160	543367	0.9407	33	4	Homo sapiens	0.50527							
20260724T170118Z-prjna1056765-production-descriptive-batch-015	20260724T170118Z-prjna1056765-production-descriptive-batch-015	SRR27343192	done	534646	9198	525448	1.7204	65	10	Homo sapiens	0.39665	Streptococcus pseudopneumoniae	0.10748	976.0	Streptococcus pseudopneumoniae;Streptococcus pneumoniae;Pseudomonas aeruginosa;Streptococcus mitis;Streptococcus toyakuensis	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-015	20260724T170118Z-prjna1056765-production-descriptive-batch-015	SRR27343289	done	613907	28315	585592	4.6123	161	29	Arabidopsis thaliana	0.84227	Streptococcus mitis	0.0094	263.0	Streptococcus mitis;Prevotella melaninogenica;Streptococcus oralis;Prevotella denticola;Haemophilus parainfluenzae	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-015	20260724T170118Z-prjna1056765-production-descriptive-batch-015	SRR27343298	done	524548	6122	518426	1.1671	31	4	Homo sapiens	0.58278							
20260724T170118Z-prjna1056765-production-descriptive-batch-015	20260724T170118Z-prjna1056765-production-descriptive-batch-015	SRR27343299	done	591366	4891	586475	0.8271	31	4	Homo sapiens	0.67785							
20260724T170118Z-prjna1056765-production-descriptive-batch-015	20260724T170118Z-prjna1056765-production-descriptive-batch-015	SRR27343301	done	590604	8034	582570	1.3603	43	4	Arabidopsis thaliana	0.4036							
20260724T170118Z-prjna1056765-production-descriptive-batch-015	20260724T170118Z-prjna1056765-production-descriptive-batch-015	SRR27343311	done	550937	14215	536722	2.5801	151	37	Arabidopsis thaliana	0.45183	Rothia mucilaginosa	0.06579	913.0	Rothia mucilaginosa;Prevotella melaninogenica;Prevotella oris;Streptococcus mitis;Haemophilus parainfluenzae	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-015	20260724T170118Z-prjna1056765-production-descriptive-batch-015	SRR27343508	done	585487	23922	561565	4.0858	200	60	Arabidopsis thaliana	0.27905	Streptococcus mitis	0.12732	3000.0	Streptococcus mitis;Prevotella jejuni;Streptococcus pneumoniae;Rothia aeria;Streptococcus gwangjuense	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-015	20260724T170118Z-prjna1056765-production-descriptive-batch-015	SRR27343517	done	578288	7646	570642	1.3222	66	5	Homo sapiens	0.74422	Prevotella melaninogenica	0.00884	65.0	Prevotella melaninogenica	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-015	20260724T170118Z-prjna1056765-production-descriptive-batch-015	SRR27343525	done	527790	14183	513607	2.6872	97	20	Arabidopsis thaliana	0.74763	Streptococcus pneumoniae	0.01131	156.0	Streptococcus pneumoniae;Prevotella melaninogenica;Staphylococcus epidermidis;Veillonella dispar;Veillonella parvula	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-015	20260724T170118Z-prjna1056765-production-descriptive-batch-015	SRR27343543	done	547605	12056	535549	2.2016	34	6	Pseudomonas aeruginosa	0.79386	Pseudomonas aeruginosa	0.79386	9493.0	Pseudomonas aeruginosa;Pseudomonas putida	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-015	20260724T170118Z-prjna1056765-production-descriptive-batch-015	SRR27343726	done	522159	14852	507307	2.8443	81	9	Arabidopsis thaliana	0.82953	Streptococcus mitis	0.01242	182.0	Streptococcus mitis;Streptococcus pseudopneumoniae;Streptococcus pneumoniae;Prevotella melaninogenica;Rothia dentocariosa	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-015	20260724T170118Z-prjna1056765-production-descriptive-batch-015	SRR27343738	done	656518	33261	623257	5.0663	63	9	Acinetobacter baumannii	0.68751	Acinetobacter baumannii	0.68751	22802.0	Acinetobacter baumannii;Klebsiella pneumoniae;Acinetobacter lwoffii;Stenotrophomonas maltophilia	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-015	20260724T170118Z-prjna1056765-production-descriptive-batch-015	SRR27343799	done	583283	10608	572675	1.8187	123	24	Arabidopsis thaliana	0.56582	Rothia mucilaginosa	0.03206	331.0	Rothia mucilaginosa;Candida dubliniensis;Candida albicans;Streptococcus sp. LPB0220;Streptococcus parasanguinis	1	high_pathogen_fraction	
