batch	job_id	run	status	total_reads	classified_reads	unclassified_reads	classified_pct	kraken_species_count	bracken_species_count	top_species	top_species_fraction	top_pathogen	top_pathogen_fraction	top_pathogen_reads	clinical_pathogen_hits	second_stage_priority	second_stage_reason	error
20260724T170118Z-prjna1056765-production-descriptive-batch-019	20260724T170118Z-prjna1056765-production-descriptive-batch-019	SRR27343802	done	1302199	44011	1258188	3.3797	342	109	Arabidopsis thaliana	0.19148	Streptococcus mitis	0.10494	4565.0	Streptococcus mitis;Rothia mucilaginosa;Streptococcus pneumoniae;Prevotella intermedia;Prevotella nigrescens	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-019	20260724T170118Z-prjna1056765-production-descriptive-batch-019	SRR27343835	done	1486054	62269	1423785	4.1902	328	102	Streptococcus intermedius	0.18214	Streptococcus intermedius	0.18214	11241.0	Streptococcus intermedius;Prevotella denticola;Streptococcus mitis;Rothia mucilaginosa;Streptococcus pneumoniae	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-019	20260724T170118Z-prjna1056765-production-descriptive-batch-019	SRR27343845	done	2096539	8761	2087778	0.4179	61	9	Arabidopsis thaliana	0.47569							
20260724T170118Z-prjna1056765-production-descriptive-batch-019	20260724T170118Z-prjna1056765-production-descriptive-batch-019	SRR27343863	done	1826249	37274	1788975	2.041	97	11	Arabidopsis thaliana	0.39217	Pseudomonas aeruginosa	0.01835	680.0	Pseudomonas aeruginosa;Streptococcus salivarius;[Candida] glabrata;Klebsiella variicola	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-019	20260724T170118Z-prjna1056765-production-descriptive-batch-019	SRR27344009	done	1238505	85106	1153399	6.8717	55	7	Arabidopsis thaliana	0.93247					3	high_classified_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-019	20260724T170118Z-prjna1056765-production-descriptive-batch-019	SRR27344020	done	1559422	93126	1466296	5.9718	309	78	Arabidopsis thaliana	0.7994	Rothia mucilaginosa	0.02007	1857.0	Rothia mucilaginosa;Streptococcus infantis;Prevotella veroralis;Prevotella melaninogenica;Prevotella jejuni	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-019	20260724T170118Z-prjna1056765-production-descriptive-batch-019	SRR27344036	done	1734195	93827	1640368	5.4104	320	65	Arabidopsis thaliana	0.73924	Acinetobacter johnsonii	0.00998	925.0	Acinetobacter johnsonii;Staphylococcus hominis;Staphylococcus haemolyticus;Staphylococcus epidermidis;Acinetobacter lwoffii	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-020	20260724T170118Z-prjna1056765-production-descriptive-batch-020	SRR27343211	done	7735191	148373	7586818	1.9182	566	319	Arabidopsis thaliana	0.7359	Acinetobacter johnsonii	0.03446	5061.0	Acinetobacter johnsonii;Staphylococcus warneri;Staphylococcus hominis;Paraburkholderia fungorum;Acinetobacter lwoffii	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-020	20260724T170118Z-prjna1056765-production-descriptive-batch-020	SRR27343268	done	2611695	95769	2515926	3.6669	216	29	Arabidopsis thaliana	0.93604	Acinetobacter johnsonii	0.00226	215.0	Acinetobacter johnsonii;Acinetobacter sp. NyZ410	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-020	20260724T170118Z-prjna1056765-production-descriptive-batch-020	SRR27343323	done	2160399	183874	1976525	8.5111	105	10	Arabidopsis thaliana	0.97786	Acinetobacter johnsonii	0.00028	51.0	Acinetobacter johnsonii	3	high_classified_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-020	20260724T170118Z-prjna1056765-production-descriptive-batch-020	SRR27343346	done	2545835	192107	2353728	7.5459	338	73	Escherichia coli	0.4975	Escherichia coli	0.4975	95251.0	Escherichia coli;Haemophilus parainfluenzae;Stenotrophomonas maltophilia;Staphylococcus epidermidis;Citrobacter sp. CRE-46	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-020	20260724T170118Z-prjna1056765-production-descriptive-batch-020	SRR27343372	done	4698089	276226	4421863	5.8795	430	221	Arabidopsis thaliana	0.78279	Klebsiella pneumoniae	0.04167	11458.0	Klebsiella pneumoniae;Prevotella melaninogenica;Streptococcus intermedius;Acinetobacter johnsonii;Acinetobacter sp. NyZ410	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-020	20260724T170118Z-prjna1056765-production-descriptive-batch-020	SRR27343489	done	5777519	290654	5486865	5.0308	208	16	Arabidopsis thaliana	0.98916	Staphylococcus epidermidis	0.00074	214.0	Staphylococcus epidermidis;Acinetobacter sp. NyZ410;Acinetobacter johnsonii;Staphylococcus hominis	3	high_classified_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-020	20260724T170118Z-prjna1056765-production-descriptive-batch-020	SRR27343490	done	4985677	471499	4514178	9.4571	474	81	Staphylococcus aureus	0.94962	Staphylococcus aureus	0.94962	446805.0	Staphylococcus aureus;Rothia mucilaginosa;Prevotella melaninogenica;Streptococcus salivarius;Haemophilus parainfluenzae	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-020	20260724T170118Z-prjna1056765-production-descriptive-batch-020	SRR27343495	done	5878104	585573	5292531	9.9619	586	125	Pseudomonas aeruginosa	0.91284	Pseudomonas aeruginosa	0.91284	533677.0	Pseudomonas aeruginosa;Pseudomonas sp. FDAARGOS_761;Rothia mucilaginosa;Streptococcus mitis;Streptococcus pneumoniae	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-020	20260724T170118Z-prjna1056765-production-descriptive-batch-020	SRR27343698	done	2809797	119430	2690367	4.2505	567	146	Prevotella melaninogenica	0.11622	Prevotella melaninogenica	0.11622	13756.0	Prevotella melaninogenica;Haemophilus parainfluenzae;Rothia mucilaginosa;Prevotella intermedia;Prevotella jejuni	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-020	20260724T170118Z-prjna1056765-production-descriptive-batch-020	SRR27343729	done	4353814	309312	4044502	7.1044	205	25	Arabidopsis thaliana	0.98081	Acinetobacter johnsonii	0.0003	94.0	Acinetobacter johnsonii;Rhodopseudomonas palustris;Staphylococcus epidermidis	3	high_classified_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-020	20260724T170118Z-prjna1056765-production-descriptive-batch-020	SRR27343753	done	5544891	164241	5380650	2.962	481	126	Prevotella melaninogenica	0.27262	Prevotella melaninogenica	0.27262	44505.0	Prevotella melaninogenica;Streptococcus mitis;Veillonella parvula;Streptococcus pneumoniae;Streptococcus sanguinis	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-020	20260724T170118Z-prjna1056765-production-descriptive-batch-020	SRR27343757	done	11397662	732860	10664802	6.4299	429	38	Arabidopsis thaliana	0.99219	Acinetobacter johnsonii	0.00059	432.0	Acinetobacter johnsonii;Staphylococcus epidermidis;Staphylococcus hominis;Staphylococcus capitis;Candida albicans	3	high_classified_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-020	20260724T170118Z-prjna1056765-production-descriptive-batch-020	SRR27343801	done	3083530	85264	2998266	2.7651	258	92	Arabidopsis thaliana	0.8474	Staphylococcus hominis	0.01051	887.0	Staphylococcus hominis;Acinetobacter johnsonii;Streptococcus mitis;Pseudomonas putida;Staphylococcus sp. M0911	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-020	20260724T170118Z-prjna1056765-production-descriptive-batch-020	SRR27343809	done	5685371	255902	5429469	4.5011	764	188	Arabidopsis thaliana	0.35572	Prevotella melaninogenica	0.08291	21114.0	Prevotella melaninogenica;Haemophilus parainfluenzae;Prevotella intermedia;Streptococcus pneumoniae;Streptococcus mitis	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-020	20260724T170118Z-prjna1056765-production-descriptive-batch-020	SRR27343849	done	2896368	162305	2734063	5.6037	346	89	Arabidopsis thaliana	0.64514	Rothia mucilaginosa	0.08885	14365.0	Rothia mucilaginosa;Prevotella melaninogenica;Streptococcus rubneri;Streptococcus ilei;Streptococcus sp. oral taxon 061	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-020	20260724T170118Z-prjna1056765-production-descriptive-batch-020	SRR27343858	done	26209894	1064762	25145132	4.0624	1618	318	Prevotella melaninogenica	0.13508	Prevotella melaninogenica	0.13508	143396.0	Prevotella melaninogenica;Rothia mucilaginosa;Streptococcus parasanguinis;Streptococcus pneumoniae;Haemophilus parainfluenzae	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-020	20260724T170118Z-prjna1056765-production-descriptive-batch-020	SRR27343876	done	2037986	102087	1935899	5.0092	146	17	Arabidopsis thaliana	0.97011	Streptococcus mitis	0.00117	119.0	Streptococcus mitis;Prevotella melaninogenica;Haemophilus influenzae;Staphylococcus epidermidis;Staphylococcus hominis	2	moderate_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-020	20260724T170118Z-prjna1056765-production-descriptive-batch-020	SRR27344000	done	2351136	73693	2277443	3.1344	473	41	Arabidopsis thaliana	0.68166	Nocardia wallacei	0.16321	11835.0	Nocardia wallacei;Pseudomonas synxantha;Nocardia terpenica;Nocardia asteroides;Streptococcus salivarius	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-020	20260724T170118Z-prjna1056765-production-descriptive-batch-020	SRR27344013	done	2247601	158388	2089213	7.047	382	87	Arabidopsis thaliana	0.9018	Prevotella nigrescens	0.01313	2069.0	Prevotella nigrescens;Prevotella melaninogenica;Streptococcus pneumoniae;Prevotella intermedia;Veillonella parvula	1	high_pathogen_fraction	
20260724T170118Z-prjna1056765-production-descriptive-batch-020	20260724T170118Z-prjna1056765-production-descriptive-batch-020	SRR27344025	done	31660727	1532475	30128252	4.8403	1319	525	Neisseria mucosa	0.16336	Rothia mucilaginosa	0.11464	175312.0	Rothia mucilaginosa;Prevotella histicola;Streptococcus infantis;Prevotella melaninogenica;Prevotella jejuni	1	high_pathogen_fraction	
