run_accession	experiment_accession	biosample	sra_sample	sample_alias	submitted_sample_name	library_name	group_phenotype_fields	platform	layout	read_length_nt	spots	bases	sra_size_mib	compressed_bytes_ena_fastq	download_url	fastq_md5	host_depletion_status	source
SRR24784753	SRX20557752	SAMN35536329	SRS17863797	V300094685_L01_26.fq.gz	V300094685_L01_26.fq.gz	L79	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	58259473	2912973650	2576	1291849523	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/053/SRR24784753/SRR24784753.fastq.gz	30a6113085dd0864ab0286e7d0d9a638	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784754	SRX20557751	SAMN35536328	SRS17863796	V300030813_L03_4.fq.gz	V300030813_L03_4.fq.gz	L78	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	43653108	2182655400	1852	997780799	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/054/SRR24784754/SRR24784754.fastq.gz	3749df38d2550e9c9720bcb19bab0725	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784755	SRX20557750	SAMN35536327	SRS17863795	V300104379_L03_3.fq.gz	V300104379_L03_3.fq.gz	L77	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	29798201	1489910050	1309	666575938	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/055/SRR24784755/SRR24784755.fastq.gz	7fd9c3336af9a659f306853db7b36f97	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784756	SRX20557749	SAMN35536326	SRS17863794	V300104379_L01_3.fq.gz	V300104379_L01_3.fq.gz	L76	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	28485160	1424258000	1266	637645085	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/056/SRR24784756/SRR24784756.fastq.gz	dd7cc4c1cf5d59bdf7ef2e31ccf9020f	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784757	SRX20557748	SAMN35536325	SRS17863793	V300030811_L02_5.fq.gz	V300030811_L02_5.fq.gz	L75	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	16422719	821135950	711	377086044	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/057/SRR24784757/SRR24784757.fastq.gz	7560a81541f5d06f64d58c9cb4bb4cfe	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784758	SRX20557747	SAMN35536324	SRS17863791	V350025932_L02_17.fq.gz	V350025932_L02_17.fq.gz	L74	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	36660692	1833034600	1591	832187411	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/058/SRR24784758/SRR24784758.fastq.gz	531468b839a24eac066aa0093ea4a0ee	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784759	SRX20557746	SAMN35536323	SRS17863789	V300080924_L03_23.fq.gz	V300080924_L03_23.fq.gz	L73	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	35640735	1782036750	1549	812533538	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/059/SRR24784759/SRR24784759.fastq.gz	134e61314e0ff92942253f7e0e8c5840	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784760	SRX20557745	SAMN35536968	SRS17863792	W2201140307_L01_7.fq.gz	W2201140307_L01_7.fq.gz	L718	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	26661477	1333073850	1118	610527269	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/060/SRR24784760/SRR24784760.fastq.gz	dcdb9a35ef78dc4fd256b183d1cabe4c	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784761	SRX20557744	SAMN35536967	SRS17863788	W2201140307_L01_32.fq.gz	W2201140307_L01_32.fq.gz	L717	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	25634803	1281740150	1101	587402436	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/061/SRR24784761/SRR24784761.fastq.gz	7694f8cc3390597680422a46df56845b	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784762	SRX20557743	SAMN35536966	SRS17863790	W2201140307_L01_30.fq.gz	W2201140307_L01_30.fq.gz	L716	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	27927898	1396394900	1195	641090228	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/062/SRR24784762/SRR24784762.fastq.gz	13b7f836d21283f340b1425a27c2df0d	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784763	SRX20557742	SAMN35536965	SRS17863787	W2201140307_L01_28.fq.gz	W2201140307_L01_28.fq.gz	L715	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	36461393	1823069650	1523	828127440	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/063/SRR24784763/SRR24784763.fastq.gz	593846a079ad8bfc1600c0ad6828cc05	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784764	SRX20557741	SAMN35536964	SRS17863786	W2201140307_L01_26.fq.gz	W2201140307_L01_26.fq.gz	L714	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	22989998	1149499900	987	527601364	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/064/SRR24784764/SRR24784764.fastq.gz	a4e19ddaa4cbba671b0c3bdacc33c56b	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784765	SRX20557740	SAMN35536963	SRS17863783	W2201140307_L01_22.fq.gz	W2201140307_L01_22.fq.gz	L713	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	35819027	1790951350	1534	816842221	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/065/SRR24784765/SRR24784765.fastq.gz	4f0277896ec1961c988f01066867db9e	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784766	SRX20557739	SAMN35536962	SRS17863785	W2201140307_L01_18.fq.gz	W2201140307_L01_18.fq.gz	L712	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	40819626	2040981300	1774	925481984	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/066/SRR24784766/SRR24784766.fastq.gz	ad381c2c72b1f6c6825f22dba1d92e27	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784767	SRX20557738	SAMN35536961	SRS17863781	N100019963_L01_25.fq.gz	N100019963_L01_25.fq.gz	L711	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	32490054	1624502700	1441	746873662	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/067/SRR24784767/SRR24784767.fastq.gz	3cf5171c41fe259982f07f0878974b3e	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784768	SRX20557737	SAMN35536322	SRS17863780	V300080924_L02_12.fq.gz	V300080924_L02_12.fq.gz	L72	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	26808991	1340449550	1194	610261737	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/068/SRR24784768/SRR24784768.fastq.gz	b851912b3a95a3c78217ba97ac9736f4	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784769	SRX20557736	SAMN35536960	SRS17863784	N100019958_L01_25.fq.gz	N100019958_L01_25.fq.gz	L710	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	27201683	1360084150	1164	620331649	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/069/SRR24784769/SRR24784769.fastq.gz	6db933bf03720f0aaa9bb1019e2d8e29	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784770	SRX20557735	SAMN35536959	SRS17863782	N100019958_L01_20.fq.gz	N100019958_L01_20.fq.gz	L709	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	22913316	1145665800	986	526771191	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/070/SRR24784770/SRR24784770.fastq.gz	39f2ca26d6bb7c5ed9f4d3a3703efad1	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784771	SRX20557734	SAMN35536958	SRS17863779	N100019955_L01_10.fq.gz	N100019955_L01_10.fq.gz	L708	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	36962191	1848109550	1588	837917182	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/071/SRR24784771/SRR24784771.fastq.gz	4ce074d3aa28a5957f3322b9233b8b0d	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784772	SRX20557733	SAMN35536957	SRS17863778	N100019955_L01_8.fq.gz	N100019955_L01_8.fq.gz	L707	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	14332370	716618500	626	329633840	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/072/SRR24784772/SRR24784772.fastq.gz	083fe59eec1cc5951df4f4cff47e04de	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784773	SRX20557732	SAMN35536956	SRS17863777	N100019955_L01_6.fq.gz	N100019955_L01_6.fq.gz	L706	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	37579335	1878966750	1658	854008938	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/073/SRR24784773/SRR24784773.fastq.gz	7d1ffebc6fdddf771f50da788cb49b5e	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784774	SRX20557731	SAMN35536955	SRS17863775	N100019955_L01_5.fq.gz	N100019955_L01_5.fq.gz	L705	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	15891390	794569500	671	365835738	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/074/SRR24784774/SRR24784774.fastq.gz	6d0b44f31db9515ac06608497318df2c	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784775	SRX20557730	SAMN35536954	SRS17863776	N100019952_L01_16.fq.gz	N100019952_L01_16.fq.gz	L704	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	22958299	1147914950	973	524136470	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/075/SRR24784775/SRR24784775.fastq.gz	902d9122c56fc12216fd6592fdcc8c5d	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784776	SRX20557729	SAMN35536953	SRS17863774	N100019952_L01_29.fq.gz	N100019952_L01_29.fq.gz	L703	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	37052381	1852619050	1598	843739289	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/076/SRR24784776/SRR24784776.fastq.gz	a26665134b9edcdb7369b644d1207335	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784777	SRX20557728	SAMN35536952	SRS17863773	N100019952_L01_25.fq.gz	N100019952_L01_25.fq.gz	L702	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	30130080	1506504000	1292	689991996	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/077/SRR24784777/SRR24784777.fastq.gz	f04fb3f0938959a8f81d4027d8ee8108	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784778	SRX20557727	SAMN35536951	SRS17863772	N100019952_L01_20.fq.gz	N100019952_L01_20.fq.gz	L701	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	31482013	1574100650	1387	721124302	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/078/SRR24784778/SRR24784778.fastq.gz	e163457be2efb0cdda8a91ebbccd671d	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784779	SRX20557726	SAMN35536321	SRS17863769	V300048044_L03_4.fq.gz	V300048044_L03_4.fq.gz	L71	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	60671239	3033561950	2549	1390064323	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/079/SRR24784779/SRR24784779.fastq.gz	85037f94271ab1c51f4acd0cf08f43ed	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784780	SRX20557725	SAMN35536258	SRS17863768	V300044706_L04_10.fq.gz	V300044706_L04_10.fq.gz	L8	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	34031443	1701572150	1449	775421359	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/080/SRR24784780/SRR24784780.fastq.gz	15b4c5121c645eb3c070781538c7e659	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784781	SRX20557724	SAMN35536950	SRS17863771	N100019952_L01_17.fq.gz	N100019952_L01_17.fq.gz	L700	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	18680074	934003700	818	427565158	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/081/SRR24784781/SRR24784781.fastq.gz	4bcd5418d65b02b49d5dd0423b9c2978	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784782	SRX20557723	SAMN35536949	SRS17863767	N100019938_L01_28.fq.gz	N100019938_L01_28.fq.gz	L699	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	31340872	1567043600	1366	714579717	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/082/SRR24784782/SRR24784782.fastq.gz	b7846a429237afecc1455fba306520cc	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784783	SRX20557722	SAMN35536948	SRS17863770	N100019932_L01_10.fq.gz	N100019932_L01_10.fq.gz	L698	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	23654406	1182720300	1014	541136158	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/083/SRR24784783/SRR24784783.fastq.gz	fd49ebbcd37874d6b0a7774bfe0d2c1e	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784784	SRX20557721	SAMN35536947	SRS17863766	N100019932_L01_8.fq.gz	N100019932_L01_8.fq.gz	L697	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	21900484	1095024200	937	491469810	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/084/SRR24784784/SRR24784784.fastq.gz	ff4cc3191cc2aec380579974266464df	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784785	SRX20557720	SAMN35536946	SRS17863764	N100019932_L01_6.fq.gz	N100019932_L01_6.fq.gz	L696	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	31175731	1558786550	1343	700679928	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/085/SRR24784785/SRR24784785.fastq.gz	3b7a08360ad3d36126e58a8a064f8bd0	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784786	SRX20557719	SAMN35536945	SRS17863765	N100019932_L01_5.fq.gz	N100019932_L01_5.fq.gz	L695	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	10748486	537424300	455	245872365	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/086/SRR24784786/SRR24784786.fastq.gz	36c04943533d318f0980fa54004a1b28	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784787	SRX20557718	SAMN35536944	SRS17863762	N100019932_L01_4.fq.gz	N100019932_L01_4.fq.gz	L694	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	30413899	1520694950	1292	686262735	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/087/SRR24784787/SRR24784787.fastq.gz	1ee88ac8ab65a5ab53b8504bd770d514	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784788	SRX20557717	SAMN35536943	SRS17863763	N100019932_L01_2.fq.gz	N100019932_L01_2.fq.gz	L693	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	39686567	1984328350	1666	899435839	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/088/SRR24784788/SRR24784788.fastq.gz	9fff05a948e02cc647b682247f23b631	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784789	SRX20557716	SAMN35536942	SRS17863761	N100019794_L01_11.fq.gz	N100019794_L01_11.fq.gz	L692	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	12527058	626352900	555	286339026	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/089/SRR24784789/SRR24784789.fastq.gz	2451f6ce716a1a0046ad5eb36f18696a	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784790	SRX20557715	SAMN35536941	SRS17863760	N100019794_L01_10.fq.gz	N100019794_L01_10.fq.gz	L691	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	20952202	1047610100	940	481778986	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/090/SRR24784790/SRR24784790.fastq.gz	259280196d1c3764a2e216d7cc408d38	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784791	SRX20557714	SAMN35536320	SRS17863756	V350042676_L03_20.fq.gz	V350042676_L03_20.fq.gz	L70	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	50840658	2542032900	2121	1118851537	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/091/SRR24784791/SRR24784791.fastq.gz	cd89e702eda962fe35260071484b47c5	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784792	SRX20557713	SAMN35536940	SRS17863759	N100019794_L01_8.fq.gz	N100019794_L01_8.fq.gz	L690	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	10660831	533041550	478	243530255	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/092/SRR24784792/SRR24784792.fastq.gz	11beeb734154e63e5a65142c0cf318d7	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784793	SRX20557712	SAMN35536939	SRS17863757	N100019794_L01_6.fq.gz	N100019794_L01_6.fq.gz	L689	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	15818030	790901500	710	362396309	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/093/SRR24784793/SRR24784793.fastq.gz	db184f937457d6842f5c6ea40c827c28	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784794	SRX20557711	SAMN35536938	SRS17863758	N100019786_L01_7.fq.gz	N100019786_L01_7.fq.gz	L688	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	15240564	762028200	652	346465723	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/094/SRR24784794/SRR24784794.fastq.gz	132f8f10f83e1c9fc1df9765a109250e	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784795	SRX20557919	SAMN35536937	SRS17863963	N100019786_L01_12.fq.gz	N100019786_L01_12.fq.gz	L687	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	12398338	619916900	558	286655815	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/095/SRR24784795/SRR24784795.fastq.gz	6c7cd38363163469e07331fb5c6dc126	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784796	SRX20557709	SAMN35536676	SRS17863753	N100018592_L01_25.fq.gz	N100018592_L01_25.fq.gz	L426	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	45342111	2267105550	1874	1025033041	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/096/SRR24784796/SRR24784796.fastq.gz	829d3b1621cf87c78ceb3bad20f4a3aa	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784797	SRX20557708	SAMN35536675	SRS17863755	N100018592_L01_20.fq.gz	N100018592_L01_20.fq.gz	L425	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	29364017	1468200850	1232	676294996	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/097/SRR24784797/SRR24784797.fastq.gz	60df3c5946ddb23002960fbe622c2a6f	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784798	SRX20557707	SAMN35536674	SRS17863751	N100018590_L01_4.fq.gz	N100018590_L01_4.fq.gz	L424	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	44457157	2222857850	1813	1004597814	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/098/SRR24784798/SRR24784798.fastq.gz	5234e080aa0812aaa347a7a42198759b	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784799	SRX20557706	SAMN35536673	SRS17863752	N100018590_L01_8.fq.gz	N100018590_L01_8.fq.gz	L423	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	37015605	1850780250	1483	840043685	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/099/SRR24784799/SRR24784799.fastq.gz	6c3f4e78802a29116df5a1ad70807394	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784800	SRX20557705	SAMN35536672	SRS17863750	N100018590_L01_6.fq.gz	N100018590_L01_6.fq.gz	L422	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	55507797	2775389850	2251	1251199364	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/000/SRR24784800/SRR24784800.fastq.gz	cf11c51dd2197c4b9efe3453a0b35a92	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784801	SRX20557704	SAMN35536671	SRS17863749	N100018590_L01_5.fq.gz	N100018590_L01_5.fq.gz	L421	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	35157122	1757856100	1414	799973822	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/001/SRR24784801/SRR24784801.fastq.gz	ef1642d9d252fad23cf5fa0212b0a0f8	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784802	SRX20557703	SAMN35536293	SRS17863747	V300081016_L03_15.fq.gz	V300081016_L03_15.fq.gz	L43	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	44085383	2204269150	1925	1000321539	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/002/SRR24784802/SRR24784802.fastq.gz	69f12909d4c4dafa4f47afe0421db207	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784803	SRX20557702	SAMN35536670	SRS17863748	N100018589_L01_31.fq.gz	N100018589_L01_31.fq.gz	L420	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	24218761	1210938050	969	552733314	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/003/SRR24784803/SRR24784803.fastq.gz	be26a105d7cd62823083e751f27985b0	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24784804	SRX20557701	SAMN35536669	SRS17863746	N100018589_L01_29.fq.gz	N100018589_L01_29.fq.gz	L419	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	34713196	1735659800	1401	793004704	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/004/SRR24784804/SRR24784804.fastq.gz	4c797888bc5f548b8702420e40c8b826	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
