run_accession	experiment_accession	biosample	sra_sample	sample_alias	submitted_sample_name	library_name	group_phenotype_fields	platform	layout	read_length_nt	spots	bases	sra_size_mib	compressed_bytes_ena_fastq	download_url	fastq_md5	host_depletion_status	source
SRR24785018	SRX20558204	SAMN35536771	SRS17864249	N100019015_L01_26.fq.gz	N100019015_L01_26.fq.gz	L521	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	12919654	645982700	584	299977779	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/018/SRR24785018/SRR24785018.fastq.gz	9c54a5ff090e58b2560297b6e543552d	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785019	SRX20558203	SAMN35536303	SRS17864251	P100003225_L04_21.fq.gz	P100003225_L04_21.fq.gz	L53	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	24060095	1203004750	1150	393422328	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/019/SRR24785019/SRR24785019.fastq.gz	b719ceaced78eb8f62ea93f930194c00	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785020	SRX20558202	SAMN35536770	SRS17864245	N100018937_L01_32.fq.gz	N100018937_L01_32.fq.gz	L520	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	41822900	2091145000	1611	950424037	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/020/SRR24785020/SRR24785020.fastq.gz	bab078222a94fb562b2da93e6d82c199	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785021	SRX20558201	SAMN35536769	SRS17864247	N100018937_L01_30.fq.gz	N100018937_L01_30.fq.gz	L519	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	33146953	1657347650	1318	758394820	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/021/SRR24785021/SRR24785021.fastq.gz	f3e40897d6988a5efe6ac6ae4b2e0d86	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785022	SRX20558200	SAMN35536768	SRS17864246	N100018937_L01_28.fq.gz	N100018937_L01_28.fq.gz	L518	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	25179061	1258953050	984	576280215	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/022/SRR24785022/SRR24785022.fastq.gz	1f1a019e966d0ed574708367bc7602f1	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785023	SRX20558199	SAMN35536767	SRS17864241	N100018936_L01_11.fq.gz	N100018936_L01_11.fq.gz	L517	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	57360919	2868045950	2343	1307763379	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/023/SRR24785023/SRR24785023.fastq.gz	8ef29882058dd1d0016abeff2c035b8a	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785024	SRX20558198	SAMN35536766	SRS17864240	N100018936_L01_10.fq.gz	N100018936_L01_10.fq.gz	L516	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	30741951	1537097550	1282	707484668	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/024/SRR24785024/SRR24785024.fastq.gz	fdbfbfdfac77e68953b990feadae24a5	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785025	SRX20558197	SAMN35536765	SRS17864243	N100018933_L01_29.fq.gz	N100018933_L01_29.fq.gz	L515	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	45564123	2278206150	1805	1037450557	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/025/SRR24785025/SRR24785025.fastq.gz	a7e2160dd5334c511ba864cfca0ee75b	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785026	SRX20558196	SAMN35536764	SRS17864242	N100018933_L01_25.fq.gz	N100018933_L01_25.fq.gz	L514	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	52549614	2627480700	2081	1193922273	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/026/SRR24785026/SRR24785026.fastq.gz	53aefa1be8c0a23e3cd7d5e8a765310c	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785027	SRX20558195	SAMN35536763	SRS17864244	N100018929_L01_20.fq.gz	N100018929_L01_20.fq.gz	L513	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	24045948	1202297400	1002	555640907	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/027/SRR24785027/SRR24785027.fastq.gz	7aad82013a2ce74fa5fc1d2dbf121d51	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785028	SRX20558194	SAMN35536762	SRS17864238	N100018928_L01_29.fq.gz	N100018928_L01_29.fq.gz	L512	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	32290711	1614535550	1375	740721860	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/028/SRR24785028/SRR24785028.fastq.gz	8c739b14e2d7726a3b0de563db256b69	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785029	SRX20558193	SAMN35536761	SRS17864239	N100018928_L01_25.fq.gz	N100018928_L01_25.fq.gz	L511	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	29245382	1462269100	1251	672077297	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/029/SRR24785029/SRR24785029.fastq.gz	a4f09d717d3c2c1bbcf92ef1a23a57bf	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785030	SRX20558192	SAMN35536302	SRS17864237	P100003149_L01_31.fq.gz	P100003149_L01_31.fq.gz	L52	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	8327340	416367000	391	137214028	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/030/SRR24785030/SRR24785030.fastq.gz	746e64f160ed028c85923305cfc32ae7	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785031	SRX20558191	SAMN35536760	SRS17864236	N100018928_L01_20.fq.gz	N100018928_L01_20.fq.gz	L510	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	31685706	1584285300	1378	730774152	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/031/SRR24785031/SRR24785031.fastq.gz	b4a7503156e6c94b4e8a1328437e52b4	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785032	SRX20558190	SAMN35536759	SRS17864235	N100018928_L01_17.fq.gz	N100018928_L01_17.fq.gz	L509	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	24670551	1233527550	1069	566080394	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/032/SRR24785032/SRR24785032.fastq.gz	54618b2cdedb03fd35f5fb20d9130d53	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785033	SRX20558189	SAMN35536758	SRS17864234	N100018925_L01_30.fq.gz	N100018925_L01_30.fq.gz	L508	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	28400875	1420043750	1245	650521065	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/033/SRR24785033/SRR24785033.fastq.gz	208c885e6a1dea2daea6a75bfe3a013d	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785034	SRX20558188	SAMN35536757	SRS17864233	N100018925_L01_28.fq.gz	N100018925_L01_28.fq.gz	L507	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	14703132	735156600	636	338106588	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/034/SRR24785034/SRR24785034.fastq.gz	344ed5446d5c23b535d235eab47258ae	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785035	SRX20558187	SAMN35536756	SRS17864230	N100018925_L01_26.fq.gz	N100018925_L01_26.fq.gz	L506	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	20757102	1037855100	908	477037815	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/035/SRR24785035/SRR24785035.fastq.gz	e0efd9370ec3beb3956ec2e8b7717ccb	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785036	SRX20558186	SAMN35536755	SRS17864232	N100018925_L01_22.fq.gz	N100018925_L01_22.fq.gz	L505	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	27205568	1360278400	1201	622969609	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/036/SRR24785036/SRR24785036.fastq.gz	848d79d8d05d7e9b72383a56d80d5847	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785037	SRX20558185	SAMN35536754	SRS17864226	N100018869_L01_29.fq.gz	N100018869_L01_29.fq.gz	L504	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	41962305	2098115250	1762	960300191	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/037/SRR24785037/SRR24785037.fastq.gz	a8493a622cc797b044c16198011bdad9	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785038	SRX20558184	SAMN35536753	SRS17864229	N100018869_L01_25.fq.gz	N100018869_L01_25.fq.gz	L503	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	50762847	2538142350	2108	1149949970	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/038/SRR24785038/SRR24785038.fastq.gz	5b1c0849c191586a5047615a5a59e431	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785039	SRX20558183	SAMN35536752	SRS17864231	N100018869_L01_20.fq.gz	N100018869_L01_20.fq.gz	L502	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	40725513	2036275650	1718	930499628	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/039/SRR24785039/SRR24785039.fastq.gz	33a69d81469110cebc0fdf06e737e9ed	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785040	SRX20558182	SAMN35536751	SRS17864228	N100018869_L01_17.fq.gz	N100018869_L01_17.fq.gz	L501	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	47992634	2399631700	1993	1092576154	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/040/SRR24785040/SRR24785040.fastq.gz	d7efb5d24bc8097fd8afa67a10aefdd3	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785041	SRX20558181	SAMN35536301	SRS17864227	V300081016_L03_20.fq.gz	V300081016_L03_20.fq.gz	L51	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	43044102	2152205100	1891	958275293	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/041/SRR24785041/SRR24785041.fastq.gz	157fc57770464b1cf93587e62fa6f2df	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785042	SRX20558180	SAMN35536256	SRS17864225	V350011298_L03_7.fq.gz	V350011298_L03_7.fq.gz	L6	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	41131642	2056582100	1784	912283663	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/042/SRR24785042/SRR24785042.fastq.gz	aa363e3752280dd177a026de475605cd	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785043	SRX20558179	SAMN35536750	SRS17864223	N100018867_L01_1.fq.gz	N100018867_L01_1.fq.gz	L500	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	64643664	3232183200	2570	1468138690	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/043/SRR24785043/SRR24785043.fastq.gz	2fa853f4dd4806949f816600c6b56aef	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785044	SRX20558178	SAMN35536749	SRS17864222	N100018865_L01_30.fq.gz	N100018865_L01_30.fq.gz	L499	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	41095690	2054784500	1693	936211860	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/044/SRR24785044/SRR24785044.fastq.gz	1e928e737f94cb5db964df59b21db241	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785045	SRX20558177	SAMN35536748	SRS17864224	N100018844_L01_2.fq.gz	N100018844_L01_2.fq.gz	L498	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	73601034	3680051700	3064	1657984447	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/045/SRR24785045/SRR24785045.fastq.gz	a0bc7133377a1472f51e0415b4d9a690	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785046	SRX20558176	SAMN35536747	SRS17864219	N100018844_L01_4.fq.gz	N100018844_L01_4.fq.gz	L497	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	40887850	2044392500	1775	928203062	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/046/SRR24785046/SRR24785046.fastq.gz	8a057cc11e57c61e9ecf8ca23281c814	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785047	SRX20558175	SAMN35536746	SRS17864218	N100018844_L01_1.fq.gz	N100018844_L01_1.fq.gz	L496	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	58566507	2928325350	2426	1326448138	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/047/SRR24785047/SRR24785047.fastq.gz	30a064fa3ac56761e13f2f30ca7c2635	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785048	SRX20558174	SAMN35536745	SRS17864217	N100018832_L01_28.fq.gz	N100018832_L01_28.fq.gz	L495	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	20132559	1006627950	881	460653366	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/048/SRR24785048/SRR24785048.fastq.gz	e651ac392552e73444ba046ae4f06e35	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785049	SRX20558173	SAMN35536744	SRS17864220	N100018832_L01_30.fq.gz	N100018832_L01_30.fq.gz	L494	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	36445482	1822274100	1588	830954498	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/049/SRR24785049/SRR24785049.fastq.gz	f0e40cdcfeec8ba20a921c065fc54f5c	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785050	SRX20558172	SAMN35536743	SRS17864221	N100018832_L01_26.fq.gz	N100018832_L01_26.fq.gz	L493	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	19601116	980055800	853	450079947	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/050/SRR24785050/SRR24785050.fastq.gz	1607ec99fab21427bd2eeceecfb3753c	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785051	SRX20558027	SAMN35536742	SRS17864073	N100018832_L01_22.fq.gz	N100018832_L01_22.fq.gz	L492	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	73149051	3657452550	3166	1642833714	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/051/SRR24785051/SRR24785051.fastq.gz	2dfe45e14b66b7448b098e4e727ca559	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785052	SRX20558170	SAMN35536903	SRS17864216	N100019451_L01_32.fq.gz	N100019451_L01_32.fq.gz	L653	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	16924266	846213300	729	386295059	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/052/SRR24785052/SRR24785052.fastq.gz	4fa038dbd83d75082724f6425eb9a669	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785053	SRX20558169	SAMN35536902	SRS17864213	N100019451_L01_30.fq.gz	N100019451_L01_30.fq.gz	L652	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	36964959	1848247950	1569	841956139	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/053/SRR24785053/SRR24785053.fastq.gz	880ddf1e948b5d1ae931e1742f616c02	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785054	SRX20558168	SAMN35536901	SRS17864214	N100019450_L01_17.fq.gz	N100019450_L01_17.fq.gz	L651	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	42177961	2108898050	1850	949659143	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/054/SRR24785054/SRR24785054.fastq.gz	5c6a1efe046eb654b4836f9b9e0c82c8	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785055	SRX20558167	SAMN35536316	SRS17864212	P100002561_L02_7.fq.gz	P100002561_L02_7.fq.gz	L66	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	26347123	1317356150	1231	577674603	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/055/SRR24785055/SRR24785055.fastq.gz	7ff0c6328614ee7570b887f118ead7ad	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785056	SRX20558166	SAMN35536900	SRS17864211	N100019450_L01_20.fq.gz	N100019450_L01_20.fq.gz	L650	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	35422757	1771137850	1562	807615578	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/056/SRR24785056/SRR24785056.fastq.gz	57b6237d03ad98a68e756b5239bd537a	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785057	SRX20558165	SAMN35536899	SRS17864209	N100019444_L01_31.fq.gz	N100019444_L01_31.fq.gz	L649	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	18740733	937036650	810	421314697	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/057/SRR24785057/SRR24785057.fastq.gz	94db7b2df58f89d16bbe31606362ac70	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785058	SRX20558164	SAMN35536898	SRS17864210	N100019444_L01_29.fq.gz	N100019444_L01_29.fq.gz	L648	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	25768044	1288402200	1100	586600954	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/058/SRR24785058/SRR24785058.fastq.gz	446f03630206213958dfbd3774cab66b	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785059	SRX20558163	SAMN35536897	SRS17864207	N100019444_L01_25.fq.gz	N100019444_L01_25.fq.gz	L647	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	27063069	1353153450	1183	619356010	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/059/SRR24785059/SRR24785059.fastq.gz	1935fb05ea9c457f0e2472661fec5979	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785060	SRX20558162	SAMN35536896	SRS17864206	N100019444_L01_20.fq.gz	N100019444_L01_20.fq.gz	L646	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	28947943	1447397150	1261	664941994	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/060/SRR24785060/SRR24785060.fastq.gz	1b274372604683945842418e0daf114f	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785061	SRX20558161	SAMN35536895	SRS17864208	N100019444_L01_17.fq.gz	N100019444_L01_17.fq.gz	L645	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	28680042	1434002100	1238	653059214	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/061/SRR24785061/SRR24785061.fastq.gz	70e41b9bb213ac34f830f7213bcddbdf	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785062	SRX20558160	SAMN35536894	SRS17864205	N100019444_L01_16.fq.gz	N100019444_L01_16.fq.gz	L644	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	29839810	1491990500	1264	681832978	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/062/SRR24785062/SRR24785062.fastq.gz	f7794559fff79f5ab1799fd4aa0256b5	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785063	SRX20558159	SAMN35536893	SRS17864204	N100019444_L01_15.fq.gz	N100019444_L01_15.fq.gz	L643	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	16757819	837890950	720	385573469	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/063/SRR24785063/SRR24785063.fastq.gz	60a81ec50ff088edcd4aadc7197bd878	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785064	SRX20558158	SAMN35536892	SRS17864198	N100019413_L01_7.fq.gz	N100019413_L01_7.fq.gz	L642	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	28217030	1410851500	1172	642992684	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/064/SRR24785064/SRR24785064.fastq.gz	328195ef7297bb582e7087d3d284d0c6	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785065	SRX20558157	SAMN35536891	SRS17864197	N100019413_L01_32.fq.gz	N100019413_L01_32.fq.gz	L641	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	22558035	1127901750	955	515311643	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/065/SRR24785065/SRR24785065.fastq.gz	90681de4408b5b4b139c6889d30ae821	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785066	SRX20558156	SAMN35536315	SRS17864203	P100000232_L02_5.fq.gz	P100000232_L02_5.fq.gz	L65	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	33204915	1660245750	1553	742380943	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/066/SRR24785066/SRR24785066.fastq.gz	4d7cd3c981308dae05b5acba3df34242	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785067	SRX20558155	SAMN35536890	SRS17864199	N100019413_L01_30.fq.gz	N100019413_L01_30.fq.gz	L640	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	26587031	1329351550	1129	608620421	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/067/SRR24785067/SRR24785067.fastq.gz	c85cbdd03a9ad4609645c85f9cde0dd5	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785068	SRX20558154	SAMN35536889	SRS17864196	N100019413_L01_28.fq.gz	N100019413_L01_28.fq.gz	L639	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	28538119	1426905950	1182	649040078	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/068/SRR24785068/SRR24785068.fastq.gz	0487891543484e52748944e1ba31d276	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
SRR24785069	SRX20558153	SAMN35536888	SRS17864202	N100019413_L01_26.fq.gz	N100019413_L01_26.fq.gz	L638	NONE; Subject_ID/Disease/Affection_Status empty in current RunInfo	Illumina NovaSeq 6000	SINGLE	50	21780476	1089023800	922	497624701	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/069/SRR24785069/SRR24785069.fastq.gz	2f5e1d0f69aa7761c218537fda75774d	UNRESOLVED_AT_FILE_LEVEL	NCBI RunInfo and ENA read_run filereport retrieved 2026-08-24
